geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,NA,Oregon,All,2013-14,201421,NA,NA,37,632,5.8544303797,102.59931705
State,NA,Pennsylvania,All,2013-14,201421,NA,NA,138,2372,5.8178752108,98.086566355
State,NA,Rhode Island,All,2013-14,201421,NA,NA,16,207,7.729468599,113.53072203
State,NA,South Carolina,All,2013-14,201421,NA,NA,60,822,7.299270073,103.64898618
State,NA,South Dakota,All,2013-14,201421,NA,NA,8,146,5.4794520548,106.70362903
State,NA,Tennessee,All,2013-14,201421,NA,NA,128,1269,10.086682427,110.85046638
State,NA,Texas,All,2013-14,201421,NA,NA,227,3391,6.6941905043,105.83746694
State,NA,Utah,All,2013-14,201421,NA,NA,29,321,9.0342679128,113.56132075
State,NA,Vermont,All,2013-14,201421,NA,NA,14,104,13.461538462,103.77733598
State,NA,Virginia,All,2013-14,201421,NA,NA,73,1201,6.0782681099,104.93015502
State,NA,Washington,All,2013-14,201421,NA,NA,57,944,6.0381355932,100.75818918
State,NA,West Virginia,All,2013-14,201421,NA,NA,28,387,7.2351421189,93.656813293
State,NA,Wisconsin,All,2013-14,201421,NA,NA,51,911,5.5982436883,100.62166211
State,NA,Wyoming,All,2013-14,201421,NA,NA,9,103,8.7378640777,123.3844318
State,NA,Alabama,All,2013-14,201422,NA,NA,48,950,5.0526315789,102.94190913
State,NA,Alaska,All,2013-14,201422,NA,NA,5,75,6.6666666667,105.3665626
State,NA,Arizona,All,2013-14,201422,NA,NA,64,967,6.6184074457,106.94908216
State,NA,Arkansas,All,2013-14,201422,NA,NA,36,597,6.0301507538,106.38877509
State,NA,California,All,2013-14,201422,NA,NA,355,4585,7.7426390403,101.20368522
State,NA,Colorado,All,2013-14,201422,NA,NA,43,660,6.5151515152,108.07656835
State,NA,Connecticut,All,2013-14,201422,NA,NA,41,525,7.8095238095,94.685452887
State,NA,Delaware,All,2013-14,201422,NA,NA,9,148,6.0810810811,100.25694931
State,NA,District of Columbia,All,2013-14,201422,NA,NA,1,86,1.1627906977,94.132941917
State,NA,Florida,All,2013-14,201422,NA,NA,203,3458,5.8704453441,104.39492818
State,NA,Georgia,All,2013-14,201422,NA,NA,71,1478,4.8037889039,108.90596592
State,NA,Hawaii,All,2013-14,201422,NA,NA,15,209,7.1770334928,110.92831723
State,NA,Idaho,All,2013-14,201422,NA,NA,19,225,8.4444444444,102.24957777
State,NA,Illinois,All,2013-14,201422,NA,NA,148,1927,7.6803321225,99.177117842
State,NA,Indiana,All,2013-14,201422,NA,NA,80,1134,7.0546737213,103.26391481
State,NA,Iowa,All,2013-14,201422,NA,NA,45,522,8.6206896552,97.167187299
State,NA,Kansas,All,2013-14,201422,NA,NA,35,449,7.7951002227,94.830753296
State,NA,Kentucky,All,2013-14,201422,NA,NA,73,818,8.924205379,101.32170298
State,NA,Louisiana,All,2013-14,201422,NA,NA,34,820,4.1463414634,104.349098
State,NA,Maine,All,2013-14,201422,NA,NA,15,264,5.6818181818,108.24431318
State,NA,Maryland,All,2013-14,201422,NA,NA,50,833,6.0024009604,99.278062413
State,NA,Massachusetts,All,2013-14,201422,NA,NA,90,1009,8.9197224975,99.408116504
State,NA,Michigan,All,2013-14,201422,NA,NA,114,1759,6.4809550881,103.93462812
State,NA,Minnesota,All,2013-14,201422,NA,NA,53,791,6.7003792668,105.93315135
State,NA,Mississippi,All,2013-14,201422,NA,NA,35,550,6.3636363636,99.123049303
State,NA,Missouri,All,2013-14,201422,NA,NA,56,1019,5.4955839058,95.780678851
State,NA,Montana,All,2013-14,201422,NA,NA,6,189,3.1746031746,110.84421275
State,NA,Nebraska,All,2013-14,201422,NA,NA,23,287,8.0139372822,97.920207064
State,NA,Nevada,All,2013-14,201422,NA,NA,18,381,4.7244094488,100.27529042
State,NA,New Hampshire,All,2013-14,201422,NA,NA,16,217,7.3732718894,108.85241491
State,NA,New Jersey,All,2013-14,201422,NA,NA,71,1350,5.2592592593,101.13868932
State,NA,New Mexico,All,2013-14,201422,NA,NA,25,332,7.5301204819,107.45935489
State,NA,New York,All,2013-14,201422,NA,NA,122,1751,6.967447173,96.00970578
State,NA,New York City,All,2013-14,201422,NA,NA,80,875,9.1428571429,86.946341686
State,NA,North Carolina,All,2013-14,201422,NA,NA,111,1626,6.8265682657,107.60757943
State,NA,North Dakota,All,2013-14,201422,NA,NA,13,124,10.483870968,109.03577926
State,NA,Ohio,All,2013-14,201422,NA,NA,139,2111,6.584557082,100.40126173
State,NA,Oklahoma,All,2013-14,201422,NA,NA,38,692,5.4913294798,98.724213702
State,NA,Oregon,All,2013-14,201422,NA,NA,25,593,4.215851602,96.26803008
State,NA,Pennsylvania,All,2013-14,201422,NA,NA,121,2381,5.081898362,98.458732923
State,NA,Rhode Island,All,2013-14,201422,NA,NA,14,176,7.9545454545,96.528536606
State,NA,South Carolina,All,2013-14,201422,NA,NA,64,860,7.4418604651,108.44054515
State,NA,South Dakota,All,2013-14,201422,NA,NA,13,123,10.569105691,89.894153226
State,NA,Tennessee,All,2013-14,201422,NA,NA,77,1198,6.4273789649,104.64843083
State,NA,Texas,All,2013-14,201422,NA,NA,224,3245,6.9029275809,101.28061935
State,NA,Utah,All,2013-14,201422,NA,NA,17,277,6.1371841155,97.995283019
State,NA,Vermont,All,2013-14,201422,NA,NA,8,100,8.0,99.785899985
State,NA,Virginia,All,2013-14,201422,NA,NA,68,1123,6.0552092609,98.115373929
State,NA,Washington,All,2013-14,201422,NA,NA,62,961,6.4516129032,102.57269047
State,NA,West Virginia,All,2013-14,201422,NA,NA,18,377,4.774535809,91.236740598
State,NA,Wisconsin,All,2013-14,201422,NA,NA,47,948,4.9578059072,104.70838165
State,NA,Wyoming,All,2013-14,201422,NA,NA,5,98,5.1020408163,117.39489627
State,NA,Alabama,All,2013-14,201423,NA,NA,61,968,6.3016528926,104.89238741
State,NA,Alaska,All,2013-14,201423,NA,NA,5,65,7.6923076923,91.317687587
State,NA,Arizona,All,2013-14,201423,NA,NA,60,989,6.0667340748,109.38225672
State,NA,Arkansas,All,2013-14,201423,NA,NA,35,519,6.7437379576,92.488734125
State,NA,California,All,2013-14,201423,NA,NA,346,4577,7.5595368145,101.027103
State,NA,Colorado,All,2013-14,201423,NA,NA,31,616,5.0324675325,100.8714638
State,NA,Connecticut,All,2013-14,201423,NA,NA,30,544,5.5147058824,98.112164515
State,NA,Delaware,All,2013-14,201423,NA,NA,12,148,8.1081081081,100.25694931
State,NA,District of Columbia,All,2013-14,201423,NA,NA,7,96,7.2916666667,105.07863284
State,NA,Florida,All,2013-14,201423,NA,NA,211,3480,6.0632183908,105.05909487
State,NA,Georgia,All,2013-14,201423,NA,NA,83,1422,5.8368495077,104.7796235
State,NA,Hawaii,All,2013-14,201423,NA,NA,17,217,7.8341013825,115.17437722
State,NA,Idaho,All,2013-14,201423,NA,NA,13,255,5.0980392157,115.8828548
State,NA,Illinois,All,2013-14,201423,NA,NA,114,1884,6.050955414,96.964032182
State,NA,Indiana,All,2013-14,201423,NA,NA,75,1080,6.9444444444,98.346585537
State,NA,Iowa,All,2013-14,201423,NA,NA,39,533,7.3170731707,99.214771706
State,NA,Kansas,All,2013-14,201423,NA,NA,28,417,6.7146282974,88.072214085
State,NA,Kentucky,All,2013-14,201423,NA,NA,45,809,5.5624227441,100.20691652
State,NA,Louisiana,All,2013-14,201423,NA,NA,40,792,5.0505050505,100.78595807
State,NA,Maine,All,2013-14,201423,NA,NA,14,243,5.7613168724,99.633970089
State,NA,Maryland,All,2013-14,201423,NA,NA,55,857,6.4177362894,102.13841475
State,NA,Massachusetts,All,2013-14,201423,NA,NA,79,939,8.4132055378,92.511616846
State,NA,Michigan,All,2013-14,201423,NA,NA,110,1656,6.6425120773,97.848632275
State,NA,Minnesota,All,2013-14,201423,NA,NA,36,688,5.2325581395,92.139074751
State,NA,Mississippi,All,2013-14,201423,NA,NA,43,540,7.962962963,97.320812043
State,NA,Missouri,All,2013-14,201423,NA,NA,70,1076,6.5055762082,101.1383812
State,NA,Montana,All,2013-14,201423,NA,NA,13,163,7.9754601227,95.59580253
State,NA,Nebraska,All,2013-14,201423,NA,NA,26,269,9.6654275093,91.778870036
State,NA,Nevada,All,2013-14,201423,NA,NA,31,409,7.5794621027,107.6446031
State,NA,New Hampshire,All,2013-14,201423,NA,NA,13,242,5.3719008264,121.3930157
State,NA,New Jersey,All,2013-14,201423,NA,NA,62,1240,5.0,92.897759076
State,NA,New Mexico,All,2013-14,201423,NA,NA,23,363,6.3360881543,117.49321031
State,NA,New York,All,2013-14,201423,NA,NA,137,1815,7.5482093664,99.518912616
State,NA,New York City,All,2013-14,201423,NA,NA,91,983,9.2573753815,97.678004432
State,NA,North Carolina,All,2013-14,201423,NA,NA,122,1582,7.7117572693,104.69568922
State,NA,North Dakota,All,2013-14,201423,NA,NA,8,115,6.9565217391,101.12189206
State,NA,Ohio,All,2013-14,201423,NA,NA,154,2026,7.6011846002,96.358577106
State,NA,Oklahoma,All,2013-14,201423,NA,NA,47,693,6.7821067821,98.866878751
State,NA,Oregon,All,2013-14,201423,NA,NA,29,611,4.7463175123,99.190162527
State,NA,Pennsylvania,All,2013-14,201423,NA,NA,153,2321,6.5919862128,95.977622475
State,NA,Rhode Island,All,2013-14,201423,NA,NA,8,174,4.5977011494,95.431621417
State,NA,South Carolina,All,2013-14,201423,NA,NA,40,779,5.13478819,98.226958921
State,NA,South Dakota,All,2013-14,201423,NA,NA,7,107,6.5420560748,78.200604839
State,NA,Tennessee,All,2013-14,201423,NA,NA,96,1181,8.1287044877,103.1634364
State,NA,Texas,All,2013-14,201423,NA,NA,249,3397,7.3299970562,106.02473464
State,NA,Utah,All,2013-14,201423,NA,NA,18,305,5.9016393443,107.9009434
State,NA,Vermont,All,2013-14,201423,NA,NA,12,110,10.909090909,109.76448998
State,NA,Virginia,All,2013-14,201423,NA,NA,75,1132,6.6254416961,98.901694824
State,NA,Washington,All,2013-14,201423,NA,NA,71,967,7.3422957601,103.21310269
State,NA,West Virginia,All,2013-14,201423,NA,NA,36,427,8.4309133489,103.33710407
State,NA,Wisconsin,All,2013-14,201423,NA,NA,52,909,5.7205720572,100.40075835
State,NA,Wyoming,All,2013-14,201423,NA,NA,12,100,12.0,119.79071048
State,NA,Alabama,All,2013-14,201424,NA,NA,44,902,4.8780487805,97.740633719
State,NA,Alaska,All,2013-14,201424,NA,NA,7,74,9.4594594595,103.9616751
State,NA,Arizona,All,2013-14,201424,NA,NA,72,971,7.4150360453,107.39147753
State,NA,Arkansas,All,2013-14,201424,NA,NA,39,564,6.914893617,100.50798853
State,NA,California,All,2013-14,201424,NA,NA,317,4497,7.0491438737,99.261280796
State,NA,Colorado,All,2013-14,201424,NA,NA,51,664,7.6807228916,108.73157786
State,NA,Connecticut,All,2013-14,201424,NA,NA,29,568,5.1056338028,102.44064236
State,NA,Delaware,All,2013-14,201424,NA,NA,15,179,8.3798882682,121.25671572
State,NA,District of Columbia,All,2013-14,201424,NA,NA,7,103,6.7961165049,112.74061648
State,NA,Florida,All,2013-14,201424,NA,NA,188,3561,5.2794158944,107.50443587
State,NA,Georgia,All,2013-14,201424,NA,NA,82,1390,5.8992805755,102.42171355
State,NA,Hawaii,All,2013-14,201424,NA,NA,25,204,12.254901961,108.27452974
State,NA,Idaho,All,2013-14,201424,NA,NA,17,253,6.7193675889,114.97396967
State,NA,Illinois,All,2013-14,201424,NA,NA,123,1945,6.323907455,100.10352579
State,NA,Indiana,All,2013-14,201424,NA,NA,71,1114,6.3734290844,101.44268175
State,NA,Iowa,All,2013-14,201424,NA,NA,45,522,8.6206896552,97.167187299
State,NA,Kansas,All,2013-14,201424,NA,NA,32,454,7.0484581498,95.886775047
State,NA,Kentucky,All,2013-14,201424,NA,NA,77,821,9.3788063337,101.69329847
State,NA,Louisiana,All,2013-14,201424,NA,NA,38,782,4.8593350384,99.513408094
State,NA,Maine,All,2013-14,201424,NA,NA,15,252,5.9523809524,103.32411713
State,NA,Maryland,All,2013-14,201424,NA,NA,48,816,5.8823529412,97.251979506
State,NA,Massachusetts,All,2013-14,201424,NA,NA,89,1042,8.5412667946,102.65932349
State,NA,Michigan,All,2013-14,201424,NA,NA,125,1703,7.339988256,100.62573718
State,NA,Minnesota,All,2013-14,201424,NA,NA,45,772,5.829015544,103.38861295
State,NA,Mississippi,All,2013-14,201424,NA,NA,33,552,5.9782608696,99.483496755
State,NA,Missouri,All,2013-14,201424,NA,NA,70,1069,6.5481758653,100.48041775
State,NA,Montana,All,2013-14,201424,NA,NA,15,190,7.8947368421,111.43069007
State,NA,Nebraska,All,2013-14,201424,NA,NA,16,282,5.6737588652,96.214280112
State,NA,Nevada,All,2013-14,201424,NA,NA,20,393,5.0890585242,103.43356728
State,NA,New Hampshire,All,2013-14,201424,NA,NA,15,221,6.7873303167,110.85891103
State,NA,New Jersey,All,2013-14,201424,NA,NA,86,1359,6.3281824871,101.81294724
State,NA,New Mexico,All,2013-14,201424,NA,NA,16,313,5.1118210863,101.30957253
State,NA,New York,All,2013-14,201424,NA,NA,126,1684,7.4821852732,92.336004874
State,NA,New York City,All,2013-14,201424,NA,NA,90,914,9.8468271335,90.821664344
State,NA,North Carolina,All,2013-14,201424,NA,NA,122,1543,7.9066753078,102.11469561
State,NA,North Dakota,All,2013-14,201424,NA,NA,9,97,9.2783505155,85.294117647
State,NA,Ohio,All,2013-14,201424,NA,NA,116,2037,5.6946489936,96.881748058
State,NA,Oklahoma,All,2013-14,201424,NA,NA,42,656,6.4024390244,93.588271949
State,NA,Oregon,All,2013-14,201424,NA,NA,37,606,6.1056105611,98.37845907
State,NA,Pennsylvania,All,2013-14,201424,NA,NA,160,2295,6.9716775599,94.902474615
State,NA,Rhode Island,All,2013-14,201424,NA,NA,13,173,7.5144508671,94.883163823
State,NA,South Carolina,All,2013-14,201424,NA,NA,54,836,6.4593301435,105.41429738
State,NA,South Dakota,All,2013-14,201424,NA,NA,11,131,8.3969465649,95.740927419
State,NA,Tennessee,All,2013-14,201424,NA,NA,91,1146,7.9406631763,100.10609494
State,NA,Texas,All,2013-14,201424,NA,NA,236,3300,7.1515151515,102.99724001
State,NA,Utah,All,2013-14,201424,NA,NA,19,294,6.462585034,104.00943396
State,NA,Vermont,All,2013-14,201424,NA,NA,6,99,6.0606060606,98.788040985
State,NA,Virginia,All,2013-14,201424,NA,NA,68,1175,5.7872340426,102.65856132
State,NA,Washington,All,2013-14,201424,NA,NA,64,985,6.4974619289,105.13433934
State,NA,West Virginia,All,2013-14,201424,NA,NA,40,426,9.3896713615,103.0950968
State,NA,Wisconsin,All,2013-14,201424,NA,NA,56,870,6.4367816092,96.093135056
State,NA,Wyoming,All,2013-14,201424,NA,NA,8,103,7.7669902913,123.3844318
State,NA,Alabama,All,2013-14,201425,NA,NA,47,862,5.4524361949,93.406237545
State,NA,Alaska,All,2013-14,201425,NA,NA,5,70,7.1428571429,98.342125094
State,NA,Arizona,All,2013-14,201425,NA,NA,53,912,5.8114035088,100.86614574
State,NA,Arkansas,All,2013-14,201425,NA,NA,49,520,9.4230769231,92.666939779
State,NA,California,All,2013-14,201425,NA,NA,326,4483,7.2719161276,98.95226191
State,NA,Colorado,All,2013-14,201425,NA,NA,34,643,5.2877138414,105.29277796
State,NA,Connecticut,All,2013-14,201425,NA,NA,33,503,6.5606361829,90.717681528
State,NA,Delaware,All,2013-14,201425,NA,NA,11,157,7.0063694268,106.35365569
State,NA,District of Columbia,All,2013-14,201425,NA,NA,7,95,7.3684210526,103.98406375
State,NA,Florida,All,2013-14,201425,NA,NA,175,3470,5.0432276657,104.75720092
State,NA,Georgia,All,2013-14,201425,NA,NA,76,1320,5.7575757576,97.26378553
State,NA,Hawaii,All,2013-14,201425,NA,NA,27,229,11.790393013,121.54346721
State,NA,Idaho,All,2013-14,201425,NA,NA,11,217,5.069124424,98.614037226
State,NA,Illinois,All,2013-14,201425,NA,NA,131,1951,6.7145053819,100.41232844
State,NA,Indiana,All,2013-14,201425,NA,NA,86,1126,7.6376554174,102.53542159
State,NA,Iowa,All,2013-14,201425,NA,NA,46,519,8.8631984586,96.608755188
State,NA,Kansas,All,2013-14,201425,NA,NA,38,469,8.1023454158,99.054840302
State,NA,Kentucky,All,2013-14,201425,NA,NA,69,842,8.1947743468,104.29446688
State,NA,Louisiana,All,2013-14,201425,NA,NA,27,762,3.5433070866,96.968308142
State,NA,Maine,All,2013-14,201425,NA,NA,16,244,6.5573770492,100.04398643
State,NA,Maryland,All,2013-14,201425,NA,NA,62,789,7.8580481622,94.034083126
State,NA,Massachusetts,All,2013-14,201425,NA,NA,85,1008,8.4325396825,99.309595081
State,NA,Michigan,All,2013-14,201425,NA,NA,94,1696,5.5424528302,100.21212581
State,NA,Minnesota,All,2013-14,201425,NA,NA,39,752,5.1861702128,100.71015147
State,NA,Mississippi,All,2013-14,201425,NA,NA,36,542,6.6420664207,97.681259495
State,NA,Missouri,All,2013-14,201425,NA,NA,78,1109,7.0333633904,104.24020888
State,NA,Montana,All,2013-14,201425,NA,NA,7,172,4.0697674419,100.87409838
State,NA,Nebraska,All,2013-14,201425,NA,NA,26,312,8.3333333333,106.44984183
State,NA,Nevada,All,2013-14,201425,NA,NA,31,420,7.380952381,110.53969022
State,NA,New Hampshire,All,2013-14,201425,NA,NA,12,235,5.1063829787,117.88164748
State,NA,New Jersey,All,2013-14,201425,NA,NA,78,1285,6.0700389105,96.269048719
State,NA,New Mexico,All,2013-14,201425,NA,NA,19,309,6.1488673139,100.01488151
State,NA,New York,All,2013-14,201425,NA,NA,113,1781,6.3447501404,97.654646485
State,NA,New York City,All,2013-14,201425,NA,NA,89,963,9.2419522326,95.690659479
State,NA,North Carolina,All,2013-14,201425,NA,NA,107,1490,7.1812080537,98.607191486
State,NA,North Dakota,All,2013-14,201425,NA,NA,6,105,5.7142857143,92.328684051
State,NA,Ohio,All,2013-14,201425,NA,NA,127,2099,6.0505002382,99.830529786
State,NA,Oklahoma,All,2013-14,201425,NA,NA,43,692,6.2138728324,98.724213702
State,NA,Oregon,All,2013-14,201425,NA,NA,33,634,5.2050473186,102.92399843
State,NA,Pennsylvania,All,2013-14,201425,NA,NA,138,2351,5.8698426202,97.218177699
State,NA,Rhode Island,All,2013-14,201425,NA,NA,9,165,5.4545454545,90.495503068
State,NA,South Carolina,All,2013-14,201425,NA,NA,41,851,4.8178613396,107.30570224
State,NA,South Dakota,All,2013-14,201425,NA,NA,8,123,6.5040650407,89.894153226
State,NA,Tennessee,All,2013-14,201425,NA,NA,77,1222,6.3011456628,106.74489355
State,NA,Texas,All,2013-14,201425,NA,NA,224,3339,6.7085953878,104.21448012
State,NA,Utah,All,2013-14,201425,NA,NA,15,309,4.854368932,109.31603774
State,NA,Vermont,All,2013-14,201425,NA,NA,14,100,14.0,99.785899985
State,NA,Virginia,All,2013-14,201425,NA,NA,66,1144,5.7692307692,99.950122685
State,NA,Washington,All,2013-14,201425,NA,NA,63,939,6.7092651757,100.22451233
State,NA,West Virginia,All,2013-14,201425,NA,NA,23,372,6.1827956989,90.02670425
State,NA,Wisconsin,All,2013-14,201425,NA,NA,53,889,5.9617547807,98.191720764
State,NA,Wyoming,All,2013-14,201425,NA,NA,9,96,9.375,114.99908206
State,NA,Alabama,All,2013-14,201426,NA,NA,60,866,6.9284064665,93.839677162
State,NA,Alaska,All,2013-14,201426,NA,NA,8,97,8.2474226804,136.27408763
State,NA,Arizona,All,2013-14,201426,NA,NA,48,946,5.0739957717,104.62650643
State,NA,Arkansas,All,2013-14,201426,NA,NA,43,540,7.962962963,96.231052847
State,NA,California,All,2013-14,201426,NA,NA,347,4395,7.8953356086,97.009857483
State,NA,Colorado,All,2013-14,201426,NA,NA,44,650,6.7692307692,106.43904459
State,NA,Connecticut,All,2013-14,201426,NA,NA,41,527,7.779886148,95.046159374
State,NA,Delaware,All,2013-14,201426,NA,NA,6,131,4.5801526718,88.740948377
State,NA,District of Columbia,All,2013-14,201426,NA,NA,6,102,5.8823529412,111.64604739
State,NA,Florida,All,2013-14,201426,NA,NA,164,3505,4.6790299572,105.81382975
State,NA,Georgia,All,2013-14,201426,NA,NA,70,1411,4.9610205528,103.96909196
State,NA,Hawaii,All,2013-14,201426,NA,NA,21,187,11.229946524,99.251652262
State,NA,Idaho,All,2013-14,201426,NA,NA,12,236,5.0847457627,107.24844602
State,NA,Illinois,All,2013-14,201426,NA,NA,114,1868,6.1027837259,96.140558448
State,NA,Indiana,All,2013-14,201426,NA,NA,62,1092,5.6776556777,99.439325376
State,NA,Iowa,All,2013-14,201426,NA,NA,29,489,5.9304703476,91.024434079
State,NA,Kansas,All,2013-14,201426,NA,NA,27,468,5.7692307692,98.843635952
State,NA,Kentucky,All,2013-14,201426,NA,NA,69,847,8.1463990555,104.91379269
State,NA,Louisiana,All,2013-14,201426,NA,NA,51,800,6.375,101.80399805
State,NA,Maine,All,2013-14,201426,NA,NA,13,228,5.701754386,93.483725022
State,NA,Maryland,All,2013-14,201426,NA,NA,51,834,6.1151079137,99.39724376
State,NA,Massachusetts,All,2013-14,201426,NA,NA,79,985,8.0203045685,97.043602336
State,NA,Michigan,All,2013-14,201426,NA,NA,90,1668,5.3956834532,98.557680335
State,NA,Minnesota,All,2013-14,201426,NA,NA,46,753,6.1088977424,100.84407455
State,NA,Mississippi,All,2013-14,201426,NA,NA,32,540,5.9259259259,97.320812043
State,NA,Missouri,All,2013-14,201426,NA,NA,54,1069,5.0514499532,100.48041775
State,NA,Montana,All,2013-14,201426,NA,NA,9,183,4.9180327869,107.32534885
State,NA,Nebraska,All,2013-14,201426,NA,NA,13,283,4.593639576,96.555465502
State,NA,Nevada,All,2013-14,201426,NA,NA,37,349,10.601719198,91.85321878
State,NA,New Hampshire,All,2013-14,201426,NA,NA,13,193,6.7357512953,96.813438143
State,NA,New Jersey,All,2013-14,201426,NA,NA,80,1313,6.092916984,98.366740053
State,NA,New Mexico,All,2013-14,201426,NA,NA,17,309,5.501618123,100.01488151
State,NA,New York,All,2013-14,201426,NA,NA,129,1775,7.2676056338,97.325658344
State,NA,New York City,All,2013-14,201426,NA,NA,91,930,9.7849462366,92.411540307
State,NA,North Carolina,All,2013-14,201426,NA,NA,106,1508,7.0291777188,99.798419303
State,NA,North Dakota,All,2013-14,201426,NA,NA,7,96,7.2916666667,84.414796847
State,NA,Ohio,All,2013-14,201426,NA,NA,124,2023,6.1295106278,96.215894119
State,NA,Oklahoma,All,2013-14,201426,NA,NA,47,696,6.7528735632,99.294873897
State,NA,Oregon,All,2013-14,201426,NA,NA,33,649,5.0847457627,105.35910881
State,NA,Pennsylvania,All,2013-14,201426,NA,NA,121,2318,5.2200172563,95.853566953
State,NA,Rhode Island,All,2013-14,201426,NA,NA,16,180,8.8888888889,98.722366983
State,NA,South Carolina,All,2013-14,201426,NA,NA,45,887,5.0732807215,111.84507389
State,NA,South Dakota,All,2013-14,201426,NA,NA,10,133,7.5187969925000004,97.202620968
State,NA,Tennessee,All,2013-14,201426,NA,NA,80,1182,6.7681895093,103.25078902
State,NA,Texas,All,2013-14,201426,NA,NA,214,3366,6.357694593,105.05718481
State,NA,Utah,All,2013-14,201426,NA,NA,18,321,5.6074766355,113.56132075
State,NA,Vermont,All,2013-14,201426,NA,NA,6,88,6.8181818182,87.811591987
State,NA,Virginia,All,2013-14,201426,NA,NA,60,1159,5.1768766178,101.26065751
State,NA,Washington,All,2013-14,201426,NA,NA,59,937,6.2966915688,100.01104159
State,NA,West Virginia,All,2013-14,201426,NA,NA,34,433,7.8521939954,104.78914769
State,NA,Wisconsin,All,2013-14,201426,NA,NA,46,898,5.1224944321,99.185787678
State,NA,Wyoming,All,2013-14,201426,NA,NA,3,93,3.2258064516,111.40536075
State,NA,Alabama,All,2013-14,201427,NA,NA,43,879,4.8919226394,95.248355919
State,NA,Alaska,All,2013-14,201427,NA,NA,7,79,8.8607594937,110.98611261
State,NA,Arizona,All,2013-14,201427,NA,NA,39,928,4.2025862069,102.63572724
State,NA,Arkansas,All,2013-14,201427,NA,NA,46,579,7.9447322971,103.18107333
State,NA,California,All,2013-14,201427,NA,NA,340,4631,7.3418268193,102.21903299
State,NA,Colorado,All,2013-14,201427,NA,NA,27,663,4.07239819,108.56782548
State,NA,Connecticut,All,2013-14,201427,NA,NA,39,577,6.7590987868,104.06382155
State,NA,Delaware,All,2013-14,201427,NA,NA,6,145,4.1379310345,98.224713852
State,NA,District of Columbia,All,2013-14,201427,NA,NA,6,76,7.8947368421,83.187250996
State,NA,Florida,All,2013-14,201427,NA,NA,177,3403,5.2012929768,102.73451145
State,NA,Georgia,All,2013-14,201427,NA,NA,66,1344,4.9107142857,99.032217994
State,NA,Hawaii,All,2013-14,201427,NA,NA,20,206,9.7087378641,109.33604474
State,NA,Idaho,All,2013-14,201427,NA,NA,15,206,7.2815533981,93.615168980000007
State,NA,Illinois,All,2013-14,201427,NA,NA,121,1893,6.3919704173,97.427236157
State,NA,Indiana,All,2013-14,201427,NA,NA,70,1113,6.2893081761,101.35162009
State,NA,Iowa,All,2013-14,201427,NA,NA,23,520,4.4230769231,96.794899225
State,NA,Kansas,All,2013-14,201427,NA,NA,30,458,6.5502183406,96.731592448
State,NA,Kentucky,All,2013-14,201427,NA,NA,80,854,9.3676814988,105.78084883
State,NA,Louisiana,All,2013-14,201427,NA,NA,38,832,4.5673076923,105.87615797
State,NA,Maine,All,2013-14,201427,NA,NA,19,271,7.0110701107,111.11442755
State,NA,Maryland,All,2013-14,201427,NA,NA,42,814,5.1597051597,97.013616811
State,NA,Massachusetts,All,2013-14,201427,NA,NA,78,1049,7.4356530029,103.34897345
State,NA,Michigan,All,2013-14,201427,NA,NA,117,1709,6.8461088356,100.98026121
State,NA,Minnesota,All,2013-14,201427,NA,NA,49,726,6.7493112948,97.228151554
State,NA,Mississippi,All,2013-14,201427,NA,NA,31,523,5.9273422562,94.2570087
State,NA,Missouri,All,2013-14,201427,NA,NA,58,1055,5.4976303318,99.164490862
State,NA,Montana,All,2013-14,201427,NA,NA,15,176,8.5227272727,103.22000764
State,NA,Nebraska,All,2013-14,201427,NA,NA,17,265,6.4150943396,90.414128474
State,NA,Nevada,All,2013-14,201427,NA,NA,31,403,7.6923076923,106.06546467
State,NA,New Hampshire,All,2013-14,201427,NA,NA,6,198,3.0303030303,99.321558302
State,NA,New Jersey,All,2013-14,201427,NA,NA,66,1333,4.9512378095,99.865091006
State,NA,New Mexico,All,2013-14,201427,NA,NA,14,286,4.8951048951,92.570408125
State,NA,New York,All,2013-14,201427,NA,NA,113,1698,6.6548881037,93.103643869
State,NA,New York City,All,2013-14,201427,NA,NA,70,938,7.4626865672,93.206478288
State,NA,North Carolina,All,2013-14,201427,NA,NA,116,1543,7.5178224238,102.11469561
State,NA,North Dakota,All,2013-14,201427,NA,NA,7,105,6.6666666667,92.328684051
State,NA,Ohio,All,2013-14,201427,NA,NA,116,1962,5.9123343527,93.314673387
State,NA,Oklahoma,All,2013-14,201427,NA,NA,36,640,5.625,91.30563117
State,NA,Oregon,All,2013-14,201427,NA,NA,31,622,4.9839228296,100.97591013
State,NA,Pennsylvania,All,2013-14,201427,NA,NA,152,2352,6.462585034,97.25952954
State,NA,Rhode Island,All,2013-14,201427,NA,NA,7,159,4.4025157233,87.204757502
State,NA,South Carolina,All,2013-14,201427,NA,NA,50,794,6.2972292191,100.11836378
State,NA,South Dakota,All,2013-14,201427,NA,NA,6,120,5.0,87.701612903
State,NA,Tennessee,All,2013-14,201427,NA,NA,75,1114,6.7324955117,97.310811308
State,NA,Texas,All,2013-14,201427,NA,NA,241,3382,7.1259609698,105.55656537
