geoid,Region,State,age,season,MMWR Year/Week,Deaths from influenza,Deaths from pneumonia,Deaths from pneumonia and influenza,All Deaths,Pecent of deaths due to pneumonia or influenza,pecent complete
State,NA,Louisiana,All,2009-10,201032,NA,NA,37,742,4.9865229111,94.423208191
State,NA,Maine,All,2009-10,201032,NA,NA,16,229,6.9868995633,93.89374136
State,NA,Maryland,All,2009-10,201032,NA,NA,50,778,6.4267352185,92.723088304
State,NA,Massachusetts,All,2009-10,201032,NA,NA,70,912,7.6754385965,89.851538406
State,NA,Michigan,All,2009-10,201032,NA,NA,110,1607,6.8450528936,94.953352697
State,NA,Minnesota,All,2009-10,201032,NA,NA,40,662,6.0422960725,88.657074833
State,NA,Mississippi,All,2009-10,201032,NA,NA,29,551,5.2631578947,99.303273029
State,NA,Missouri,All,2009-10,201032,NA,NA,57,965,5.9067357513,90.704960836
State,NA,Montana,All,2009-10,201032,NA,NA,11,163,6.7484662577,95.59580253
State,NA,Nebraska,All,2009-10,201032,NA,NA,17,251,6.7729083665,85.637533007
State,NA,Nevada,All,2009-10,201032,NA,NA,17,367,4.6321525886,96.590634076
State,NA,New Hampshire,All,2009-10,201032,NA,NA,13,176,7.3863636364,88.285829602
State,NA,New Jersey,All,2009-10,201032,NA,NA,72,1232,5.8441558442,92.298418694
State,NA,New Mexico,All,2009-10,201032,NA,NA,17,277,6.1371841155,89.657353324
State,NA,New York,All,2009-10,201032,NA,NA,120,1720,6.976744186,94.309933719
State,NA,New York City,All,2009-10,201032,NA,NA,93,923,10.075839653,91.715969573
State,NA,North Carolina,All,2009-10,201032,NA,NA,102,1505,6.7774086379,99.599881334
State,NA,North Dakota,All,2009-10,201032,NA,NA,12,110,10.909090909,96.725288053
State,NA,Ohio,All,2009-10,201032,NA,NA,127,1945,6.529562982,92.506136462
State,NA,Oklahoma,All,2009-10,201032,NA,NA,47,671,7.0044709389,95.72824768
State,NA,Oregon,All,2009-10,201032,NA,NA,43,613,7.0146818923,99.51484391
State,NA,Pennsylvania,All,2009-10,201032,NA,NA,145,2244,6.4616755793,92.793530734
State,NA,Rhode Island,All,2009-10,201032,NA,NA,19,157,12.101910828,86.107842313
State,NA,South Carolina,All,2009-10,201032,NA,NA,56,724,7.7348066298000004,91.291807777
State,NA,South Dakota,All,2009-10,201032,NA,NA,13,123,10.569105691,89.894153226
State,NA,Tennessee,All,2009-10,201032,NA,NA,86,1104,7.7898550725,96.437285174
State,NA,Texas,All,2009-10,201032,NA,NA,192,3089,6.2156037553,96.41165891
State,NA,Utah,All,2009-10,201032,NA,NA,12,280,4.2857142857,99.056603774
State,NA,Vermont,All,2009-10,201032,NA,NA,5,74,6.7567567568,73.841565989
State,NA,Virginia,All,2009-10,201032,NA,NA,73,1060,6.8867924528,92.611127662
State,NA,Washington,All,2009-10,201032,NA,NA,53,849,6.2426383981,90.618329039
State,NA,West Virginia,All,2009-10,201032,NA,NA,33,416,7.9326923077,100.67502411
State,NA,Wisconsin,All,2009-10,201032,NA,NA,57,863,6.6048667439,95.3199719
State,NA,Wyoming,All,2009-10,201032,NA,NA,3,70,4.2857142857,83.853497338
State,NA,Alabama,All,2009-10,201033,NA,NA,50,838,5.9665871122,90.805599841
State,NA,Alaska,All,2009-10,201033,NA,NA,3,69,4.347826087,96.937237593
State,NA,Arizona,All,2009-10,201033,NA,NA,54,875,6.1714285714,96.773988508
State,NA,Arkansas,All,2009-10,201033,NA,NA,39,513,7.6023391813,91.419500205
State,NA,California,All,2009-10,201033,NA,NA,363,4276,8.4892422825,94.38319695
State,NA,Colorado,All,2009-10,201033,NA,NA,35,526,6.6539923954,86.133749929
State,NA,Connecticut,All,2009-10,201033,NA,NA,42,496,8.4677419355,89.455208823
State,NA,Delaware,All,2009-10,201033,NA,NA,5,126,3.9682539683,85.353889278
State,NA,District of Columbia,All,2009-10,201033,NA,NA,7,84,8.3333333333,91.943803732
State,NA,Florida,All,2009-10,201033,NA,NA,155,3112,4.9807197943,93.949397484
State,NA,Georgia,All,2009-10,201033,NA,NA,70,1260,5.5555555556,92.842704369
State,NA,Hawaii,All,2009-10,201033,NA,NA,10,169,5.9171597633,89.698017285
State,NA,Idaho,All,2009-10,201033,NA,NA,13,192,6.7708333333,87.252973029
State,NA,Illinois,All,2009-10,201033,NA,NA,138,1910,7.2251308901,98.302177
State,NA,Indiana,All,2009-10,201033,NA,NA,55,1032,5.3294573643,93.97562618
State,NA,Iowa,All,2009-10,201033,NA,NA,28,506,5.5335968379,94.188882708
State,NA,Kansas,All,2009-10,201033,NA,NA,27,444,6.0810810811,93.774731544
State,NA,Kentucky,All,2009-10,201033,NA,NA,48,709,6.7700987306,87.82040026
State,NA,Louisiana,All,2009-10,201033,NA,NA,35,681,5.1395007342,86.66065334
State,NA,Maine,All,2009-10,201033,NA,NA,16,220,7.2727272727,90.203594319
State,NA,Maryland,All,2009-10,201033,NA,NA,62,780,7.9487179487,92.961450999
State,NA,Massachusetts,All,2009-10,201033,NA,NA,96,973,9.8663926002,95.861345252
State,NA,Michigan,All,2009-10,201033,NA,NA,104,1612,6.4516129032,95.248789389
State,NA,Minnesota,All,2009-10,201033,NA,NA,42,720,5.8333333333,96.424613111
State,NA,Mississippi,All,2009-10,201033,NA,NA,27,491,5.4989816701,88.489849468
State,NA,Missouri,All,2009-10,201033,NA,NA,66,1002,6.5868263473,94.182767624
State,NA,Montana,All,2009-10,201033,NA,NA,11,157,7.0063694268,92.076938633
State,NA,Nebraska,All,2009-10,201033,NA,NA,22,268,8.2089552239,91.437684645
State,NA,Nevada,All,2009-10,201033,NA,NA,25,369,6.7750677507,97.117013553
State,NA,New Hampshire,All,2009-10,201033,NA,NA,13,201,6.4676616915,100.8264304
State,NA,New Jersey,All,2009-10,201033,NA,NA,68,1186,5.7335581788,88.852211503
State,NA,New Mexico,All,2009-10,201033,NA,NA,20,268,7.4626865672,86.744298523
State,NA,New York,All,2009-10,201033,NA,NA,124,1645,7.537993921,90.197581958
State,NA,New York City,All,2009-10,201033,NA,NA,70,908,7.7092511013,90.225460858
State,NA,North Carolina,All,2009-10,201033,NA,NA,90,1382,6.512301013,91.459824587
State,NA,North Dakota,All,2009-10,201033,NA,NA,7,95,7.3684210526,83.535476046
State,NA,Ohio,All,2009-10,201033,NA,NA,148,2043,7.2442486539,97.167114032
State,NA,Oklahoma,All,2009-10,201033,NA,NA,52,701,7.4179743224,100.00819914
State,NA,Oregon,All,2009-10,201033,NA,NA,36,550,6.5454545455,89.287380344
State,NA,Pennsylvania,All,2009-10,201033,NA,NA,132,2218,5.9513074842,91.718382874
State,NA,Rhode Island,All,2009-10,201033,NA,NA,14,184,7.6086956522,100.91619736
State,NA,South Carolina,All,2009-10,201033,NA,NA,51,723,7.0539419087,91.16571412
State,NA,South Dakota,All,2009-10,201033,NA,NA,15,130,11.538461538,95.010080645
State,NA,Tennessee,All,2009-10,201033,NA,NA,93,1046,8.8910133843,91.370833598
State,NA,Texas,All,2009-10,201033,NA,NA,216,3184,6.783919598,99.376730971
State,NA,Utah,All,2009-10,201033,NA,NA,21,269,7.8066914498,95.16509434
State,NA,Vermont,All,2009-10,201033,NA,NA,4,96,4.1666666667,95.794463985
State,NA,Virginia,All,2009-10,201033,NA,NA,61,1015,6.0098522167,88.679523186
State,NA,Washington,All,2009-10,201033,NA,NA,66,921,7.1661237785,98.303275672
State,NA,West Virginia,All,2009-10,201033,NA,NA,28,355,7.8873239437,85.912580669
State,NA,Wisconsin,All,2009-10,201033,NA,NA,37,862,4.2923433875,95.209520021
State,NA,Wyoming,All,2009-10,201033,NA,NA,5,69,7.2463768116,82.655590233
State,NA,Alabama,All,2009-10,201034,NA,NA,54,856,6.308411215,92.756078119
State,NA,Alaska,All,2009-10,201034,NA,NA,2,76,2.6315789474,106.7714501
State,NA,Arizona,All,2009-10,201034,NA,NA,49,881,5.561861521,97.437581572
State,NA,Arkansas,All,2009-10,201034,NA,NA,36,512,7.03125,91.241294551
State,NA,California,All,2009-10,201034,NA,NA,338,4316,7.8313253012,95.266108053
State,NA,Colorado,All,2009-10,201034,NA,NA,23,552,4.1666666667,90.391311713
State,NA,Connecticut,All,2009-10,201034,NA,NA,37,493,7.5050709939,88.914149092
State,NA,Delaware,All,2009-10,201034,NA,NA,7,145,4.8275862069,98.224713852
State,NA,District of Columbia,All,2009-10,201034,NA,NA,9,94,9.5744680851,102.88949465
State,NA,Florida,All,2009-10,201034,NA,NA,141,3139,4.4918763938,94.764511152
State,NA,Georgia,All,2009-10,201034,NA,NA,84,1299,6.4665127021,95.716407123
State,NA,Hawaii,All,2009-10,201034,NA,NA,20,177,11.299435028,93.944077275
State,NA,Idaho,All,2009-10,201034,NA,NA,15,220,6.8181818182,99.97736493
State,NA,Illinois,All,2009-10,201034,NA,NA,132,1827,7.2249589491,94.030407004
State,NA,Indiana,All,2009-10,201034,NA,NA,56,1061,5.2780395853,96.616414125
State,NA,Iowa,All,2009-10,201034,NA,NA,32,460,6.9565217391,85.626257007
State,NA,Kansas,All,2009-10,201034,NA,NA,31,456,6.798245614,96.309183748
State,NA,Kentucky,All,2009-10,201034,NA,NA,73,746,9.7855227882,92.403411275
State,NA,Louisiana,All,2009-10,201034,NA,NA,35,715,4.8951048951,90.987323257
State,NA,Maine,All,2009-10,201034,NA,NA,16,205,7.8048780488,84.053349252
State,NA,Maryland,All,2009-10,201034,NA,NA,60,782,7.6726342711,93.199813694
State,NA,Massachusetts,All,2009-10,201034,NA,NA,87,940,9.2553191489,92.61013827
State,NA,Michigan,All,2009-10,201034,NA,NA,101,1571,6.429026098,92.826208517
State,NA,Minnesota,All,2009-10,201034,NA,NA,43,687,6.2590975255,92.005151677
State,NA,Mississippi,All,2009-10,201034,NA,NA,34,522,6.5134099617,94.076784974
State,NA,Missouri,All,2009-10,201034,NA,NA,59,955,6.1780104712,89.765013055
State,NA,Montana,All,2009-10,201034,NA,NA,10,156,6.4102564103,91.490461317
State,NA,Nebraska,All,2009-10,201034,NA,NA,13,241,5.3941908714,82.225679103
State,NA,Nevada,All,2009-10,201034,NA,NA,14,389,3.5989717224,102.38080833
State,NA,New Hampshire,All,2009-10,201034,NA,NA,8,194,4.1237113402,97.315062174
State,NA,New Jersey,All,2009-10,201034,NA,NA,61,1283,4.7544816836,96.119213624
State,NA,New Mexico,All,2009-10,201034,NA,NA,18,294,6.1224489796,95.159790171
State,NA,New York,All,2009-10,201034,NA,NA,138,1651,8.3585705633,90.526570099
State,NA,New York City,All,2009-10,201034,NA,NA,79,936,8.4401709402,93.007743792
State,NA,North Carolina,All,2009-10,201034,NA,NA,100,1433,6.9783670621,94.834970067
State,NA,North Dakota,All,2009-10,201034,NA,NA,7,111,6.3063063063,97.604608854
State,NA,Ohio,All,2009-10,201034,NA,NA,131,1977,6.6262013151,94.028088321
State,NA,Oklahoma,All,2009-10,201034,NA,NA,52,646,8.0495356037,92.161621462
State,NA,Oregon,All,2009-10,201034,NA,NA,23,560,4.1071428571,90.910787259
State,NA,Pennsylvania,All,2009-10,201034,NA,NA,115,2125,5.4117647059,87.87266168
State,NA,Rhode Island,All,2009-10,201034,NA,NA,12,157,7.6433121019,86.107842313
State,NA,South Carolina,All,2009-10,201034,NA,NA,43,670,6.4179104478,84.482750291
State,NA,South Dakota,All,2009-10,201034,NA,NA,10,135,7.4074074074,98.664314516
State,NA,Tennessee,All,2009-10,201034,NA,NA,79,1091,7.2410632447,95.301701201
State,NA,Texas,All,2009-10,201034,NA,NA,198,2998,6.6044029353000004,93.571431988
State,NA,Utah,All,2009-10,201034,NA,NA,13,270,4.8148148148,95.518867925
State,NA,Vermont,All,2009-10,201034,NA,NA,5,89,5.6179775281,88.809450986
State,NA,Virginia,All,2009-10,201034,NA,NA,54,1069,5.0514499532,93.397448558
State,NA,Washington,All,2009-10,201034,NA,NA,71,901,7.8801331853,96.168568274
State,NA,West Virginia,All,2009-10,201034,NA,NA,24,386,6.2176165803,93.414806023
State,NA,Wisconsin,All,2009-10,201034,NA,NA,48,850,5.6470588235,93.884097468
State,NA,Wyoming,All,2009-10,201034,NA,NA,4,101,3.9603960396,120.98861759
State,NA,Alabama,All,2009-10,201035,NA,NA,56,858,6.5268065268,92.972797927
State,NA,Alaska,All,2009-10,201035,NA,NA,5,79,6.3291139241,110.98611261
State,NA,Arizona,All,2009-10,201035,NA,NA,64,872,7.3394495413,96.442191976
State,NA,Arkansas,All,2009-10,201035,NA,NA,36,495,7.2727272727,88.211798443
State,NA,California,All,2009-10,201035,NA,NA,386,4209,9.1708244239,92.904320852
State,NA,Colorado,All,2009-10,201035,NA,NA,37,616,6.0064935065,100.8714638
State,NA,Connecticut,All,2009-10,201035,NA,NA,28,532,5.2631578947,95.947925592
State,NA,Delaware,All,2009-10,201035,NA,NA,15,142,10.563380282,96.192478393
State,NA,District of Columbia,All,2009-10,201035,NA,NA,5,73,6.8493150685,79.90354372
State,NA,Florida,All,2009-10,201035,NA,NA,154,3139,4.9060210258,94.764511152
State,NA,Georgia,All,2009-10,201035,NA,NA,86,1243,6.9187449718,91.590064707
State,NA,Hawaii,All,2009-10,201035,NA,NA,10,189,5.291005291,100.31316726
State,NA,Idaho,All,2009-10,201035,NA,NA,5,214,2.3364485981,97.250709522
State,NA,Illinois,All,2009-10,201035,NA,NA,137,1837,7.4578116494,94.545078088
State,NA,Indiana,All,2009-10,201035,NA,NA,69,1035,6.6666666667,94.24881114
State,NA,Iowa,All,2009-10,201035,NA,NA,41,541,7.5785582255,100.703924
State,NA,Kansas,All,2009-10,201035,NA,NA,19,430,4.4186046512,90.817870639
State,NA,Kentucky,All,2009-10,201035,NA,NA,61,771,7.9118028534,95.500040339
State,NA,Louisiana,All,2009-10,201035,NA,NA,30,708,4.2372881356,90.096538274
State,NA,Maine,All,2009-10,201035,NA,NA,10,211,4.7393364929,86.513447279
State,NA,Maryland,All,2009-10,201035,NA,NA,70,759,9.2226613966,90.458642703
State,NA,Massachusetts,All,2009-10,201035,NA,NA,82,966,8.4886128364,95.171695286
State,NA,Michigan,All,2009-10,201035,NA,NA,102,1581,6.4516129032,93.4170819
State,NA,Minnesota,All,2009-10,201035,NA,NA,41,690,5.9420289855,92.406920898
State,NA,Mississippi,All,2009-10,201035,NA,NA,43,513,8.3820662768,92.45477144
State,NA,Missouri,All,2009-10,201035,NA,NA,70,930,7.5268817204,87.415143603
State,NA,Montana,All,2009-10,201035,NA,NA,7,144,4.8611111111,84.452733524
State,NA,Nebraska,All,2009-10,201035,NA,NA,20,287,6.968641115,97.920207064
State,NA,Nevada,All,2009-10,201035,NA,NA,23,325,7.0769230769,85.536665053
State,NA,New Hampshire,All,2009-10,201035,NA,NA,16,174,9.1954022989,87.282581538
State,NA,New Jersey,All,2009-10,201035,NA,NA,77,1282,6.0062402496,96.044296076
State,NA,New Mexico,All,2009-10,201035,NA,NA,26,287,9.0592334495,92.894080881
State,NA,New York,All,2009-10,201035,NA,NA,110,1765,6.2322946176,96.777344776
State,NA,New York City,All,2009-10,201035,NA,NA,85,962,8.8357588358,95.591292231
State,NA,North Carolina,All,2009-10,201035,NA,NA,91,1374,6.6229985444,90.930390002
State,NA,North Dakota,All,2009-10,201035,NA,NA,10,107,9.3457943925,94.087325652
State,NA,Ohio,All,2009-10,201035,NA,NA,140,1902,7.3606729758,90.461013651
State,NA,Oklahoma,All,2009-10,201035,NA,NA,48,680,7.0588235294,97.012233118
State,NA,Oregon,All,2009-10,201035,NA,NA,28,554,5.0541516245,89.93674311
State,NA,Pennsylvania,All,2009-10,201035,NA,NA,121,2173,5.5683387023,89.857550038
State,NA,Rhode Island,All,2009-10,201035,NA,NA,14,175,8.0,95.980079012
State,NA,South Carolina,All,2009-10,201035,NA,NA,39,756,5.1587301587,95.326804806
State,NA,South Dakota,All,2009-10,201035,NA,NA,9,123,7.3170731707,89.894153226
State,NA,Tennessee,All,2009-10,201035,NA,NA,92,1062,8.6629001883,92.768475412
State,NA,Texas,All,2009-10,201035,NA,NA,193,2992,6.4505347594,93.384164279
State,NA,Utah,All,2009-10,201035,NA,NA,15,296,5.0675675676,104.71698113
State,NA,Vermont,All,2009-10,201035,NA,NA,9,112,8.0357142857,111.76020798
State,NA,Virginia,All,2009-10,201035,NA,NA,60,1068,5.6179775281,93.310079569
State,NA,Washington,All,2009-10,201035,NA,NA,61,840,7.2619047619,89.65771071
State,NA,West Virginia,All,2009-10,201035,NA,NA,35,377,9.2838196286,91.236740598
State,NA,Wisconsin,All,2009-10,201035,NA,NA,66,888,7.4324324324,98.081268885
State,NA,Wyoming,All,2009-10,201035,NA,NA,2,68,2.9411764706,81.457683128
State,NA,Alabama,All,2009-10,201036,NA,NA,54,887,6.0879368658,96.115235153
State,NA,Alaska,All,2009-10,201036,NA,NA,4,64,6.25,89.912800086
State,NA,Arizona,All,2009-10,201036,NA,NA,51,872,5.8486238532,96.442191976
State,NA,Arkansas,All,2009-10,201036,NA,NA,46,532,8.6466165414,94.80540762
State,NA,California,All,2009-10,201036,NA,NA,399,4188,9.5272206304,92.440792523
State,NA,Colorado,All,2009-10,201036,NA,NA,50,629,7.9491255962,103.00024469
State,NA,Connecticut,All,2009-10,201036,NA,NA,45,498,9.0361445783,89.81591531
State,NA,Delaware,All,2009-10,201036,NA,NA,12,139,8.6330935252,94.160242934
State,NA,District of Columbia,All,2009-10,201036,NA,NA,10,91,10.989010989,99.605787377
State,NA,Florida,All,2009-10,201036,NA,NA,153,3106,4.9259497746,93.768261114
State,NA,Georgia,All,2009-10,201036,NA,NA,90,1323,6.8027210884,97.484839588
State,NA,Hawaii,All,2009-10,201036,NA,NA,13,193,6.7357512953,102.43619725
State,NA,Idaho,All,2009-10,201036,NA,NA,7,210,3.3333333333,95.432939251
State,NA,Illinois,All,2009-10,201036,NA,NA,151,1851,8.1577525662,95.265617605
State,NA,Indiana,All,2009-10,201036,NA,NA,77,1089,7.0707070707,99.166140416
State,NA,Iowa,All,2009-10,201036,NA,NA,44,545,8.0733944954,101.44850015
State,NA,Kansas,All,2009-10,201036,NA,NA,25,462,5.4112554113,97.57640985
State,NA,Kentucky,All,2009-10,201036,NA,NA,68,788,8.6294416244,97.605748103
State,NA,Louisiana,All,2009-10,201036,NA,NA,43,743,5.7873485868,94.550463189
State,NA,Maine,All,2009-10,201036,NA,NA,15,220,6.8181818182,90.203594319
State,NA,Maryland,All,2009-10,201036,NA,NA,68,767,8.8657105606,91.412093482
State,NA,Massachusetts,All,2009-10,201036,NA,NA,73,905,8.0662983425,89.161888441
State,NA,Michigan,All,2009-10,201036,NA,NA,85,1555,5.4662379421,91.880811104
State,NA,Minnesota,All,2009-10,201036,NA,NA,53,718,7.3816155989,96.156766964
State,NA,Mississippi,All,2009-10,201036,NA,NA,35,526,6.6539923954,94.797679878
State,NA,Missouri,All,2009-10,201036,NA,NA,71,1003,7.0787637089,94.276762402
State,NA,Montana,All,2009-10,201036,NA,NA,17,170,10.0,99.701143743
State,NA,Nebraska,All,2009-10,201036,NA,NA,29,297,9.7643097643,101.33206097
State,NA,Nevada,All,2009-10,201036,NA,NA,15,354,4.2372881356,93.169167473
State,NA,New Hampshire,All,2009-10,201036,NA,NA,8,168,4.7619047619,84.272837347
State,NA,New Jersey,All,2009-10,201036,NA,NA,71,1278,5.5555555556,95.744625886
State,NA,New Mexico,All,2009-10,201036,NA,NA,17,277,6.1371841155,89.657353324
State,NA,New York,All,2009-10,201036,NA,NA,133,1676,7.9355608592,91.897354019
State,NA,New York City,All,2009-10,201036,NA,NA,85,930,9.1397849462,92.411540307
State,NA,North Carolina,All,2009-10,201036,NA,NA,117,1509,7.7534791252,99.864598626
State,NA,North Dakota,All,2009-10,201036,NA,NA,11,117,9.4017094017,102.88053366
State,NA,Ohio,All,2009-10,201036,NA,NA,145,1997,7.260891337,94.979308234
State,NA,Oklahoma,All,2009-10,201036,NA,NA,40,656,6.0975609756,93.588271949
State,NA,Oregon,All,2009-10,201036,NA,NA,37,606,6.1056105611,98.37845907
State,NA,Pennsylvania,All,2009-10,201036,NA,NA,118,2148,5.4934823091,88.823754018
State,NA,Rhode Island,All,2009-10,201036,NA,NA,12,156,7.6923076923,85.559384719
State,NA,South Carolina,All,2009-10,201036,NA,NA,37,754,4.9071618037,95.074617492
State,NA,South Dakota,All,2009-10,201036,NA,NA,13,120,10.833333333,87.701612903
State,NA,Tennessee,All,2009-10,201036,NA,NA,96,1084,8.8560885609,94.690232907
State,NA,Texas,All,2009-10,201036,NA,NA,181,3041,5.9519894771,94.913517237
State,NA,Utah,All,2009-10,201036,NA,NA,16,262,6.106870229,92.688679245
State,NA,Vermont,All,2009-10,201036,NA,NA,11,112,9.8214285714,111.76020798
State,NA,Virginia,All,2009-10,201036,NA,NA,69,1045,6.6028708134,91.300592837
State,NA,Washington,All,2009-10,201036,NA,NA,62,873,7.1019473081,93.179977917
State,NA,West Virginia,All,2009-10,201036,NA,NA,29,405,7.1604938272,98.012944144
State,NA,Wisconsin,All,2009-10,201036,NA,NA,65,896,7.2544642857,98.96488392
State,NA,Wyoming,All,2009-10,201036,NA,NA,2,78,2.5641025641,93.436754177
State,NA,Alabama,All,2009-10,201037,NA,NA,64,860,7.4418604651,93.189517736
State,NA,Alaska,All,2009-10,201037,NA,NA,2,68,2.9411764706,95.532350092
State,NA,Arizona,All,2009-10,201037,NA,NA,49,853,5.7444314185,94.34081394
State,NA,Arkansas,All,2009-10,201037,NA,NA,37,540,6.8518518519,96.231052847
State,NA,California,All,2009-10,201037,NA,NA,354,4271,8.2884570358,94.272833062
State,NA,Colorado,All,2009-10,201037,NA,NA,35,591,5.9221658206,96.777654388
State,NA,Connecticut,All,2009-10,201037,NA,NA,36,528,6.8181818182,95.226512618
State,NA,Delaware,All,2009-10,201037,NA,NA,10,149,6.711409396,100.93436113
State,NA,District of Columbia,All,2009-10,201037,NA,NA,7,93,7.5268817204,101.79492556
State,NA,Florida,All,2009-10,201037,NA,NA,140,3134,4.4671346522,94.613564176
State,NA,Georgia,All,2009-10,201037,NA,NA,88,1364,6.4516129032,100.50591171
State,NA,Hawaii,All,2009-10,201037,NA,NA,23,187,12.299465241,99.251652262
State,NA,Idaho,All,2009-10,201037,NA,NA,17,232,7.3275862069,105.43067574
State,NA,Illinois,All,2009-10,201037,NA,NA,146,1812,8.0573951435,93.258400379
State,NA,Indiana,All,2009-10,201037,NA,NA,78,1045,7.4641148325,95.159427672
State,NA,Iowa,All,2009-10,201037,NA,NA,43,545,7.8899082569,101.44850015
State,NA,Kansas,All,2009-10,201037,NA,NA,27,459,5.8823529412,96.942796799
State,NA,Kentucky,All,2009-10,201037,NA,NA,68,759,8.9591567852,94.013658388
State,NA,Louisiana,All,2009-10,201037,NA,NA,36,706,5.0991501416,89.842028279
State,NA,Maine,All,2009-10,201037,NA,NA,15,265,5.6603773585,108.65432952
State,NA,Maryland,All,2009-10,201037,NA,NA,63,820,7.6829268293,97.728704896
State,NA,Massachusetts,All,2009-10,201037,NA,NA,73,954,7.6519916143,93.989438201
State,NA,Michigan,All,2009-10,201037,NA,NA,114,1642,6.9427527406,97.021409539
State,NA,Minnesota,All,2009-10,201037,NA,NA,43,725,5.9310344828,97.09422848
State,NA,Mississippi,All,2009-10,201037,NA,NA,41,500,8.2,90.111863002
State,NA,Missouri,All,2009-10,201037,NA,NA,89,1062,8.3804143126,99.822454308
State,NA,Montana,All,2009-10,201037,NA,NA,12,128,9.375,75.069096465
State,NA,Nebraska,All,2009-10,201037,NA,NA,24,295,8.1355932203,100.64969019
State,NA,Nevada,All,2009-10,201037,NA,NA,18,362,4.9723756906,95.274685382
State,NA,New Hampshire,All,2009-10,201037,NA,NA,9,182,4.9450549451,91.295573793
State,NA,New Jersey,All,2009-10,201037,NA,NA,79,1236,6.3915857605,92.598088885
State,NA,New Mexico,All,2009-10,201037,NA,NA,26,309,8.4142394822,100.01488151
State,NA,New York,All,2009-10,201037,NA,NA,113,1720,6.5697674419,94.309933719
State,NA,New York City,All,2009-10,201037,NA,NA,95,978,9.7137014315,97.181168193
State,NA,North Carolina,All,2009-10,201037,NA,NA,101,1454,6.9463548831,96.224735853
State,NA,North Dakota,All,2009-10,201037,NA,NA,11,109,10.091743119,95.845967253
State,NA,Ohio,All,2009-10,201037,NA,NA,164,1966,8.3418107833,93.50491737
State,NA,Oklahoma,All,2009-10,201037,NA,NA,46,642,7.1651090343,91.590961267
State,NA,Oregon,All,2009-10,201037,NA,NA,41,594,6.9023569024,96.430370771
State,NA,Pennsylvania,All,2009-10,201037,NA,NA,140,2269,6.1701189952,93.827326754
State,NA,Rhode Island,All,2009-10,201037,NA,NA,14,158,8.8607594937,86.656299908
State,NA,South Carolina,All,2009-10,201037,NA,NA,47,788,5.9644670051,99.361801835
State,NA,South Dakota,All,2009-10,201037,NA,NA,11,129,8.5271317829,94.279233871
State,NA,Tennessee,All,2009-10,201037,NA,NA,100,1132,8.8339222615,98.883158349
State,NA,Texas,All,2009-10,201037,NA,NA,192,2971,6.4624705486,92.728727297
State,NA,Utah,All,2009-10,201037,NA,NA,19,276,6.884057971,97.641509434
State,NA,Vermont,All,2009-10,201037,NA,NA,9,97,9.2783505155,96.792322985
State,NA,Virginia,All,2009-10,201037,NA,NA,75,1078,6.9573283859,94.183769453
State,NA,Washington,All,2009-10,201037,NA,NA,67,923,7.2589382449,98.516746411
State,NA,West Virginia,All,2009-10,201037,NA,NA,30,418,7.1770334928,101.15903865
State,NA,Wisconsin,All,2009-10,201037,NA,NA,55,845,6.5088757396,93.331838072
State,NA,Wyoming,All,2009-10,201037,NA,NA,6,78,7.6923076923,93.436754177
State,NA,Alabama,All,2009-10,201038,NA,NA,53,881,6.0158910329,95.465075727
State,NA,Alaska,All,2009-10,201038,NA,NA,4,57,7.0175438596,80.078587577
State,NA,Arizona,All,2009-10,201038,NA,NA,49,883,5.5492638732,97.65877926
State,NA,Arkansas,All,2009-10,201038,NA,NA,42,498,8.4337349398,88.746415404
State,NA,California,All,2009-10,201038,NA,NA,363,4213,8.6161879896,92.992611962
State,NA,Colorado,All,2009-10,201038,NA,NA,25,567,4.4091710758,92.847597357
State,NA,Connecticut,All,2009-10,201038,NA,NA,31,507,6.1143984221,91.439094502
State,NA,Delaware,All,2009-10,201038,NA,NA,10,130,7.6923076923,88.063536557
State,NA,District of Columbia,All,2009-10,201038,NA,NA,6,88,6.8181818182,96.322080101
State,NA,Florida,All,2009-10,201038,NA,NA,137,3145,4.3561208267,94.945647522
State,NA,Georgia,All,2009-10,201038,NA,NA,71,1270,5.5905511811,93.579551229
State,NA,Hawaii,All,2009-10,201038,NA,NA,22,184,11.956521739,97.659379766
State,NA,Idaho,All,2009-10,201038,NA,NA,10,211,4.7393364929,95.887381819
State,NA,Illinois,All,2009-10,201038,NA,NA,141,1851,7.6175040519,95.265617605
State,NA,Indiana,All,2009-10,201038,NA,NA,71,1060,6.6981132075,96.525352471
State,NA,Iowa,All,2009-10,201038,NA,NA,38,485,7.8350515464,90.279857931
State,NA,Kansas,All,2009-10,201038,NA,NA,32,436,7.3394495413,92.085096741
State,NA,Kentucky,All,2009-10,201038,NA,NA,64,763,8.3879423329,94.509119039
State,NA,Louisiana,All,2009-10,201038,NA,NA,38,688,5.523255814,87.551438323
State,NA,Maine,All,2009-10,201038,NA,NA,10,223,4.4843049327,91.433643333
State,NA,Maryland,All,2009-10,201038,NA,NA,66,816,8.0882352941,97.251979506
State,NA,Massachusetts,All,2009-10,201038,NA,NA,86,943,9.1198303287,92.905702541
State,NA,Michigan,All,2009-10,201038,NA,NA,124,1677,7.3941562314,99.08946638
State,NA,Minnesota,All,2009-10,201038,NA,NA,43,738,5.8265582656,98.835228439
State,NA,Mississippi,All,2009-10,201038,NA,NA,34,519,6.5510597303,93.536113796
