geoid,region,age,week,year,season_start,flu,pneumonia,all_deaths
State,NA,All,39,2011,2010,NA,NA,133
State,NA,All,39,2011,2010,NA,NA,84
State,NA,All,39,2011,2010,NA,NA,3160
State,NA,All,39,2011,2010,NA,NA,1328
State,NA,All,39,2011,2010,NA,NA,164
State,NA,All,39,2011,2010,NA,NA,214
State,NA,All,39,2011,2010,NA,NA,1882
State,NA,All,39,2011,2010,NA,NA,1037
State,NA,All,39,2011,2010,NA,NA,538
State,NA,All,39,2011,2010,NA,NA,442
State,NA,All,39,2011,2010,NA,NA,766
State,NA,All,39,2011,2010,NA,NA,753
State,NA,All,39,2011,2010,NA,NA,240
State,NA,All,39,2011,2010,NA,NA,750
State,NA,All,39,2011,2010,NA,NA,940
State,NA,All,39,2011,2010,NA,NA,1623
State,NA,All,39,2011,2010,NA,NA,756
State,NA,All,39,2011,2010,NA,NA,517
State,NA,All,39,2011,2010,NA,NA,1031
State,NA,All,39,2011,2010,NA,NA,198
State,NA,All,39,2011,2010,NA,NA,307
State,NA,All,39,2011,2010,NA,NA,353
State,NA,All,39,2011,2010,NA,NA,179
State,NA,All,39,2011,2010,NA,NA,1261
State,NA,All,39,2011,2010,NA,NA,285
State,NA,All,39,2011,2010,NA,NA,1742
State,NA,All,39,2011,2010,NA,NA,949
State,NA,All,39,2011,2010,NA,NA,1398
State,NA,All,39,2011,2010,NA,NA,89
State,NA,All,39,2011,2010,NA,NA,1992
State,NA,All,39,2011,2010,NA,NA,698
State,NA,All,39,2011,2010,NA,NA,610
State,NA,All,39,2011,2010,NA,NA,2396
State,NA,All,39,2011,2010,NA,NA,156
State,NA,All,39,2011,2010,NA,NA,719
State,NA,All,39,2011,2010,NA,NA,145
State,NA,All,39,2011,2010,NA,NA,1099
State,NA,All,39,2011,2010,NA,NA,2970
State,NA,All,39,2011,2010,NA,NA,269
State,NA,All,39,2011,2010,NA,NA,97
State,NA,All,39,2011,2010,NA,NA,1112
State,NA,All,39,2011,2010,NA,NA,881
State,NA,All,39,2011,2010,NA,NA,410
State,NA,All,39,2011,2010,NA,NA,915
State,NA,All,39,2011,2010,NA,NA,80
State,NA,All,40,2011,2011,NA,NA,1005
State,NA,All,40,2011,2011,NA,NA,68
State,NA,All,40,2011,2011,NA,NA,883
State,NA,All,40,2011,2011,NA,NA,547
State,NA,All,40,2011,2011,NA,NA,4275
State,NA,All,40,2011,2011,NA,NA,643
State,NA,All,40,2011,2011,NA,NA,513
State,NA,All,40,2011,2011,NA,NA,176
State,NA,All,40,2011,2011,NA,NA,98
State,NA,All,40,2011,2011,NA,NA,3156
State,NA,All,40,2011,2011,NA,NA,1361
State,NA,All,40,2011,2011,NA,NA,179
State,NA,All,40,2011,2011,NA,NA,212
State,NA,All,40,2011,2011,NA,NA,1931
State,NA,All,40,2011,2011,NA,NA,1111
State,NA,All,40,2011,2011,NA,NA,545
State,NA,All,40,2011,2011,NA,NA,442
State,NA,All,40,2011,2011,NA,NA,817
State,NA,All,40,2011,2011,NA,NA,728
State,NA,All,40,2011,2011,NA,NA,280
State,NA,All,40,2011,2011,NA,NA,799
State,NA,All,40,2011,2011,NA,NA,953
State,NA,All,40,2011,2011,NA,NA,1709
State,NA,All,40,2011,2011,NA,NA,781
State,NA,All,40,2011,2011,NA,NA,532
State,NA,All,40,2011,2011,NA,NA,1117
State,NA,All,40,2011,2011,NA,NA,185
State,NA,All,40,2011,2011,NA,NA,307
State,NA,All,40,2011,2011,NA,NA,333
State,NA,All,40,2011,2011,NA,NA,189
State,NA,All,40,2011,2011,NA,NA,1255
State,NA,All,40,2011,2011,NA,NA,317
State,NA,All,40,2011,2011,NA,NA,1750
State,NA,All,40,2011,2011,NA,NA,953
State,NA,All,40,2011,2011,NA,NA,1519
State,NA,All,40,2011,2011,NA,NA,111
State,NA,All,40,2011,2011,NA,NA,2108
State,NA,All,40,2011,2011,NA,NA,686
State,NA,All,40,2011,2011,NA,NA,613
State,NA,All,40,2011,2011,NA,NA,2389
State,NA,All,40,2011,2011,NA,NA,169
State,NA,All,40,2011,2011,NA,NA,774
State,NA,All,40,2011,2011,NA,NA,133
State,NA,All,40,2011,2011,NA,NA,1144
State,NA,All,40,2011,2011,NA,NA,3157
State,NA,All,40,2011,2011,NA,NA,270
State,NA,All,40,2011,2011,NA,NA,107
State,NA,All,40,2011,2011,NA,NA,1199
State,NA,All,40,2011,2011,NA,NA,902
State,NA,All,40,2011,2011,NA,NA,424
State,NA,All,40,2011,2011,NA,NA,924
State,NA,All,40,2011,2011,NA,NA,74
State,NA,All,41,2011,2011,NA,NA,902
State,NA,All,41,2011,2011,NA,NA,82
State,NA,All,41,2011,2011,NA,NA,901
State,NA,All,41,2011,2011,NA,NA,553
State,NA,All,41,2011,2011,NA,NA,4489
State,NA,All,41,2011,2011,NA,NA,665
State,NA,All,41,2011,2011,NA,NA,531
State,NA,All,41,2011,2011,NA,NA,153
State,NA,All,41,2011,2011,NA,NA,85
State,NA,All,41,2011,2011,NA,NA,3310
State,NA,All,41,2011,2011,NA,NA,1291
State,NA,All,41,2011,2011,NA,NA,155
State,NA,All,41,2011,2011,NA,NA,216
State,NA,All,41,2011,2011,NA,NA,1904
State,NA,All,41,2011,2011,NA,NA,1025
State,NA,All,41,2011,2011,NA,NA,537
State,NA,All,41,2011,2011,NA,NA,477
State,NA,All,41,2011,2011,NA,NA,825
State,NA,All,41,2011,2011,NA,NA,779
State,NA,All,41,2011,2011,NA,NA,245
State,NA,All,41,2011,2011,NA,NA,857
State,NA,All,41,2011,2011,NA,NA,952
State,NA,All,41,2011,2011,NA,NA,1667
State,NA,All,41,2011,2011,NA,NA,786
State,NA,All,41,2011,2011,NA,NA,561
State,NA,All,41,2011,2011,NA,NA,1010
State,NA,All,41,2011,2011,NA,NA,153
State,NA,All,41,2011,2011,NA,NA,260
State,NA,All,41,2011,2011,NA,NA,395
State,NA,All,41,2011,2011,NA,NA,175
State,NA,All,41,2011,2011,NA,NA,1284
State,NA,All,41,2011,2011,NA,NA,285
State,NA,All,41,2011,2011,NA,NA,1743
State,NA,All,41,2011,2011,NA,NA,1052
State,NA,All,41,2011,2011,NA,NA,1478
State,NA,All,41,2011,2011,NA,NA,96
State,NA,All,41,2011,2011,NA,NA,2114
State,NA,All,41,2011,2011,NA,NA,669
State,NA,All,41,2011,2011,NA,NA,655
State,NA,All,41,2011,2011,NA,NA,2443
State,NA,All,41,2011,2011,NA,NA,169
State,NA,All,41,2011,2011,NA,NA,782
State,NA,All,41,2011,2011,NA,NA,143
State,NA,All,41,2011,2011,NA,NA,1093
State,NA,All,41,2011,2011,NA,NA,3053
State,NA,All,41,2011,2011,NA,NA,287
State,NA,All,41,2011,2011,NA,NA,107
State,NA,All,41,2011,2011,NA,NA,1155
State,NA,All,41,2011,2011,NA,NA,964
State,NA,All,41,2011,2011,NA,NA,377
State,NA,All,41,2011,2011,NA,NA,910
State,NA,All,41,2011,2011,NA,NA,77
State,NA,All,42,2011,2011,NA,NA,878
State,NA,All,42,2011,2011,NA,NA,65
State,NA,All,42,2011,2011,NA,NA,908
State,NA,All,42,2011,2011,NA,NA,553
State,NA,All,42,2011,2011,NA,NA,4292
State,NA,All,42,2011,2011,NA,NA,544
State,NA,All,42,2011,2011,NA,NA,582
State,NA,All,42,2011,2011,NA,NA,148
State,NA,All,42,2011,2011,NA,NA,94
State,NA,All,42,2011,2011,NA,NA,3288
State,NA,All,42,2011,2011,NA,NA,1390
State,NA,All,42,2011,2011,NA,NA,175
State,NA,All,42,2011,2011,NA,NA,246
State,NA,All,42,2011,2011,NA,NA,1918
State,NA,All,42,2011,2011,NA,NA,1132
State,NA,All,42,2011,2011,NA,NA,562
State,NA,All,42,2011,2011,NA,NA,412
State,NA,All,42,2011,2011,NA,NA,786
State,NA,All,42,2011,2011,NA,NA,752
State,NA,All,42,2011,2011,NA,NA,230
State,NA,All,42,2011,2011,NA,NA,813
State,NA,All,42,2011,2011,NA,NA,969
State,NA,All,42,2011,2011,NA,NA,1694
State,NA,All,42,2011,2011,NA,NA,734
State,NA,All,42,2011,2011,NA,NA,543
State,NA,All,42,2011,2011,NA,NA,1008
State,NA,All,42,2011,2011,NA,NA,175
State,NA,All,42,2011,2011,NA,NA,248
State,NA,All,42,2011,2011,NA,NA,342
State,NA,All,42,2011,2011,NA,NA,195
State,NA,All,42,2011,2011,NA,NA,1266
State,NA,All,42,2011,2011,NA,NA,337
State,NA,All,42,2011,2011,NA,NA,1865
State,NA,All,42,2011,2011,NA,NA,967
State,NA,All,42,2011,2011,NA,NA,1494
State,NA,All,42,2011,2011,NA,NA,103
State,NA,All,42,2011,2011,NA,NA,2196
State,NA,All,42,2011,2011,NA,NA,674
State,NA,All,42,2011,2011,NA,NA,595
State,NA,All,42,2011,2011,NA,NA,2479
State,NA,All,42,2011,2011,NA,NA,167
State,NA,All,42,2011,2011,NA,NA,774
State,NA,All,42,2011,2011,NA,NA,146
State,NA,All,42,2011,2011,NA,NA,1165
State,NA,All,42,2011,2011,NA,NA,3146
State,NA,All,42,2011,2011,NA,NA,243
State,NA,All,42,2011,2011,NA,NA,95
State,NA,All,42,2011,2011,NA,NA,1209
State,NA,All,42,2011,2011,NA,NA,933
State,NA,All,42,2011,2011,NA,NA,427
State,NA,All,42,2011,2011,NA,NA,966
State,NA,All,42,2011,2011,NA,NA,84
State,NA,All,43,2011,2011,NA,NA,886
State,NA,All,43,2011,2011,NA,NA,50
State,NA,All,43,2011,2011,NA,NA,889
State,NA,All,43,2011,2011,NA,NA,584
State,NA,All,43,2011,2011,NA,NA,4327
State,NA,All,43,2011,2011,NA,NA,640
State,NA,All,43,2011,2011,NA,NA,533
State,NA,All,43,2011,2011,NA,NA,134
State,NA,All,43,2011,2011,NA,NA,95
State,NA,All,43,2011,2011,NA,NA,3231
State,NA,All,43,2011,2011,NA,NA,1279
State,NA,All,43,2011,2011,NA,NA,201
State,NA,All,43,2011,2011,NA,NA,215
State,NA,All,43,2011,2011,NA,NA,2024
State,NA,All,43,2011,2011,NA,NA,1095
State,NA,All,43,2011,2011,NA,NA,487
State,NA,All,43,2011,2011,NA,NA,467
State,NA,All,43,2011,2011,NA,NA,832
State,NA,All,43,2011,2011,NA,NA,751
State,NA,All,43,2011,2011,NA,NA,266
State,NA,All,43,2011,2011,NA,NA,814
State,NA,All,43,2011,2011,NA,NA,1019
State,NA,All,43,2011,2011,NA,NA,1677
State,NA,All,43,2011,2011,NA,NA,728
State,NA,All,43,2011,2011,NA,NA,547
State,NA,All,43,2011,2011,NA,NA,1072
State,NA,All,43,2011,2011,NA,NA,178
State,NA,All,43,2011,2011,NA,NA,291
State,NA,All,43,2011,2011,NA,NA,375
State,NA,All,43,2011,2011,NA,NA,216
State,NA,All,43,2011,2011,NA,NA,1338
State,NA,All,43,2011,2011,NA,NA,288
State,NA,All,43,2011,2011,NA,NA,1886
State,NA,All,43,2011,2011,NA,NA,975
State,NA,All,43,2011,2011,NA,NA,1455
State,NA,All,43,2011,2011,NA,NA,135
State,NA,All,43,2011,2011,NA,NA,2101
State,NA,All,43,2011,2011,NA,NA,712
State,NA,All,43,2011,2011,NA,NA,627
State,NA,All,43,2011,2011,NA,NA,2458
State,NA,All,43,2011,2011,NA,NA,182
State,NA,All,43,2011,2011,NA,NA,803
State,NA,All,43,2011,2011,NA,NA,137
State,NA,All,43,2011,2011,NA,NA,1176
State,NA,All,43,2011,2011,NA,NA,3145
State,NA,All,43,2011,2011,NA,NA,298
State,NA,All,43,2011,2011,NA,NA,102
State,NA,All,43,2011,2011,NA,NA,1102
State,NA,All,43,2011,2011,NA,NA,918
State,NA,All,43,2011,2011,NA,NA,385
State,NA,All,43,2011,2011,NA,NA,950
State,NA,All,43,2011,2011,NA,NA,85
State,NA,All,44,2011,2011,NA,NA,886
State,NA,All,44,2011,2011,NA,NA,82
State,NA,All,44,2011,2011,NA,NA,933
State,NA,All,44,2011,2011,NA,NA,538
State,NA,All,44,2011,2011,NA,NA,4364
State,NA,All,44,2011,2011,NA,NA,558
State,NA,All,44,2011,2011,NA,NA,642
State,NA,All,44,2011,2011,NA,NA,144
State,NA,All,44,2011,2011,NA,NA,87
State,NA,All,44,2011,2011,NA,NA,3275
State,NA,All,44,2011,2011,NA,NA,1332
State,NA,All,44,2011,2011,NA,NA,178
State,NA,All,44,2011,2011,NA,NA,244
State,NA,All,44,2011,2011,NA,NA,2049
State,NA,All,44,2011,2011,NA,NA,1147
State,NA,All,44,2011,2011,NA,NA,569
State,NA,All,44,2011,2011,NA,NA,462
State,NA,All,44,2011,2011,NA,NA,834
State,NA,All,44,2011,2011,NA,NA,784
State,NA,All,44,2011,2011,NA,NA,268
State,NA,All,44,2011,2011,NA,NA,887
State,NA,All,44,2011,2011,NA,NA,1072
State,NA,All,44,2011,2011,NA,NA,1718
State,NA,All,44,2011,2011,NA,NA,773
State,NA,All,44,2011,2011,NA,NA,543
State,NA,All,44,2011,2011,NA,NA,1115
State,NA,All,44,2011,2011,NA,NA,162
State,NA,All,44,2011,2011,NA,NA,308
State,NA,All,44,2011,2011,NA,NA,360
State,NA,All,44,2011,2011,NA,NA,219
State,NA,All,44,2011,2011,NA,NA,1363
State,NA,All,44,2011,2011,NA,NA,279
State,NA,All,44,2011,2011,NA,NA,1912
State,NA,All,44,2011,2011,NA,NA,1006
State,NA,All,44,2011,2011,NA,NA,1515
State,NA,All,44,2011,2011,NA,NA,109
State,NA,All,44,2011,2011,NA,NA,2177
State,NA,All,44,2011,2011,NA,NA,735
State,NA,All,44,2011,2011,NA,NA,579
State,NA,All,44,2011,2011,NA,NA,2531
State,NA,All,44,2011,2011,NA,NA,178
State,NA,All,44,2011,2011,NA,NA,827
State,NA,All,44,2011,2011,NA,NA,158
State,NA,All,44,2011,2011,NA,NA,1197
State,NA,All,44,2011,2011,NA,NA,3258
State,NA,All,44,2011,2011,NA,NA,289
State,NA,All,44,2011,2011,NA,NA,113
State,NA,All,44,2011,2011,NA,NA,1134
State,NA,All,44,2011,2011,NA,NA,947
State,NA,All,44,2011,2011,NA,NA,404
State,NA,All,44,2011,2011,NA,NA,898
State,NA,All,44,2011,2011,NA,NA,102
State,NA,All,45,2011,2011,NA,NA,983
State,NA,All,45,2011,2011,NA,NA,70
State,NA,All,45,2011,2011,NA,NA,877
State,NA,All,45,2011,2011,NA,NA,574
State,NA,All,45,2011,2011,NA,NA,4707
State,NA,All,45,2011,2011,NA,NA,635
State,NA,All,45,2011,2011,NA,NA,582
State,NA,All,45,2011,2011,NA,NA,165
State,NA,All,45,2011,2011,NA,NA,100
State,NA,All,45,2011,2011,NA,NA,3350
State,NA,All,45,2011,2011,NA,NA,1362
State,NA,All,45,2011,2011,NA,NA,165
State,NA,All,45,2011,2011,NA,NA,239
State,NA,All,45,2011,2011,NA,NA,1915
State,NA,All,45,2011,2011,NA,NA,1162
State,NA,All,45,2011,2011,NA,NA,546
State,NA,All,45,2011,2011,NA,NA,462
State,NA,All,45,2011,2011,NA,NA,831
State,NA,All,45,2011,2011,NA,NA,751
State,NA,All,45,2011,2011,NA,NA,240
State,NA,All,45,2011,2011,NA,NA,853
State,NA,All,45,2011,2011,NA,NA,1111
State,NA,All,45,2011,2011,NA,NA,1707
State,NA,All,45,2011,2011,NA,NA,815
State,NA,All,45,2011,2011,NA,NA,542
State,NA,All,45,2011,2011,NA,NA,1011
State,NA,All,45,2011,2011,NA,NA,180
State,NA,All,45,2011,2011,NA,NA,290
State,NA,All,45,2011,2011,NA,NA,377
State,NA,All,45,2011,2011,NA,NA,176
State,NA,All,45,2011,2011,NA,NA,1349
State,NA,All,45,2011,2011,NA,NA,324
State,NA,All,45,2011,2011,NA,NA,1876
State,NA,All,45,2011,2011,NA,NA,1080
State,NA,All,45,2011,2011,NA,NA,1565
State,NA,All,45,2011,2011,NA,NA,119
State,NA,All,45,2011,2011,NA,NA,2167
State,NA,All,45,2011,2011,NA,NA,726
State,NA,All,45,2011,2011,NA,NA,646
State,NA,All,45,2011,2011,NA,NA,2424
State,NA,All,45,2011,2011,NA,NA,192
State,NA,All,45,2011,2011,NA,NA,841
State,NA,All,45,2011,2011,NA,NA,161
State,NA,All,45,2011,2011,NA,NA,1147
State,NA,All,45,2011,2011,NA,NA,3268
State,NA,All,45,2011,2011,NA,NA,314
State,NA,All,45,2011,2011,NA,NA,109
State,NA,All,45,2011,2011,NA,NA,1201
State,NA,All,45,2011,2011,NA,NA,978
State,NA,All,45,2011,2011,NA,NA,470
State,NA,All,45,2011,2011,NA,NA,923
State,NA,All,45,2011,2011,NA,NA,101
State,NA,All,46,2011,2011,NA,NA,933
State,NA,All,46,2011,2011,NA,NA,61
State,NA,All,46,2011,2011,NA,NA,895
State,NA,All,46,2011,2011,NA,NA,562
State,NA,All,46,2011,2011,NA,NA,4631
State,NA,All,46,2011,2011,NA,NA,651
State,NA,All,46,2011,2011,NA,NA,537
State,NA,All,46,2011,2011,NA,NA,137
State,NA,All,46,2011,2011,NA,NA,80
State,NA,All,46,2011,2011,NA,NA,3194
State,NA,All,46,2011,2011,NA,NA,1341
State,NA,All,46,2011,2011,NA,NA,192
State,NA,All,46,2011,2011,NA,NA,248
State,NA,All,46,2011,2011,NA,NA,1938
State,NA,All,46,2011,2011,NA,NA,1114
State,NA,All,46,2011,2011,NA,NA,535
State,NA,All,46,2011,2011,NA,NA,503
State,NA,All,46,2011,2011,NA,NA,846
State,NA,All,46,2011,2011,NA,NA,755
State,NA,All,46,2011,2011,NA,NA,241
State,NA,All,46,2011,2011,NA,NA,865
State,NA,All,46,2011,2011,NA,NA,1034
State,NA,All,46,2011,2011,NA,NA,1670
State,NA,All,46,2011,2011,NA,NA,757
State,NA,All,46,2011,2011,NA,NA,561
State,NA,All,46,2011,2011,NA,NA,1077
State,NA,All,46,2011,2011,NA,NA,187
State,NA,All,46,2011,2011,NA,NA,328
State,NA,All,46,2011,2011,NA,NA,395
State,NA,All,46,2011,2011,NA,NA,225
State,NA,All,46,2011,2011,NA,NA,1362
State,NA,All,46,2011,2011,NA,NA,304
State,NA,All,46,2011,2011,NA,NA,1900
State,NA,All,46,2011,2011,NA,NA,1058
State,NA,All,46,2011,2011,NA,NA,1601
State,NA,All,46,2011,2011,NA,NA,135
State,NA,All,46,2011,2011,NA,NA,2139
State,NA,All,46,2011,2011,NA,NA,720
State,NA,All,46,2011,2011,NA,NA,649
State,NA,All,46,2011,2011,NA,NA,2356
State,NA,All,46,2011,2011,NA,NA,159
State,NA,All,46,2011,2011,NA,NA,780
State,NA,All,46,2011,2011,NA,NA,143
State,NA,All,46,2011,2011,NA,NA,1219
State,NA,All,46,2011,2011,NA,NA,3194
State,NA,All,46,2011,2011,NA,NA,313
State,NA,All,46,2011,2011,NA,NA,97
State,NA,All,46,2011,2011,NA,NA,1183
State,NA,All,46,2011,2011,NA,NA,946
State,NA,All,46,2011,2011,NA,NA,422
State,NA,All,46,2011,2011,NA,NA,936
State,NA,All,46,2011,2011,NA,NA,96
State,NA,All,47,2011,2011,NA,NA,904
State,NA,All,47,2011,2011,NA,NA,69
State,NA,All,47,2011,2011,NA,NA,883
State,NA,All,47,2011,2011,NA,NA,600
State,NA,All,47,2011,2011,NA,NA,4531
State,NA,All,47,2011,2011,NA,NA,606
State,NA,All,47,2011,2011,NA,NA,546
State,NA,All,47,2011,2011,NA,NA,141
State,NA,All,47,2011,2011,NA,NA,74
State,NA,All,47,2011,2011,NA,NA,3214
State,NA,All,47,2011,2011,NA,NA,1345
State,NA,All,47,2011,2011,NA,NA,186
State,NA,All,47,2011,2011,NA,NA,230
State,NA,All,47,2011,2011,NA,NA,1942
State,NA,All,47,2011,2011,NA,NA,1117
State,NA,All,47,2011,2011,NA,NA,556
State,NA,All,47,2011,2011,NA,NA,479
State,NA,All,47,2011,2011,NA,NA,821
State,NA,All,47,2011,2011,NA,NA,771
State,NA,All,47,2011,2011,NA,NA,234
State,NA,All,47,2011,2011,NA,NA,869
State,NA,All,47,2011,2011,NA,NA,972
State,NA,All,47,2011,2011,NA,NA,1690
State,NA,All,47,2011,2011,NA,NA,814
State,NA,All,47,2011,2011,NA,NA,516
State,NA,All,47,2011,2011,NA,NA,1069
State,NA,All,47,2011,2011,NA,NA,166
State,NA,All,47,2011,2011,NA,NA,292
State,NA,All,47,2011,2011,NA,NA,405
State,NA,All,47,2011,2011,NA,NA,203
State,NA,All,47,2011,2011,NA,NA,1330
State,NA,All,47,2011,2011,NA,NA,310
State,NA,All,47,2011,2011,NA,NA,1858
State,NA,All,47,2011,2011,NA,NA,1033
State,NA,All,47,2011,2011,NA,NA,1520
State,NA,All,47,2011,2011,NA,NA,114
State,NA,All,47,2011,2011,NA,NA,2091
State,NA,All,47,2011,2011,NA,NA,714
State,NA,All,47,2011,2011,NA,NA,677
State,NA,All,47,2011,2011,NA,NA,2422
State,NA,All,47,2011,2011,NA,NA,156
State,NA,All,47,2011,2011,NA,NA,814
State,NA,All,47,2011,2011,NA,NA,131
State,NA,All,47,2011,2011,NA,NA,1116
State,NA,All,47,2011,2011,NA,NA,3033
State,NA,All,47,2011,2011,NA,NA,297
State,NA,All,47,2011,2011,NA,NA,97
State,NA,All,47,2011,2011,NA,NA,1120
State,NA,All,47,2011,2011,NA,NA,970
State,NA,All,47,2011,2011,NA,NA,395
State,NA,All,47,2011,2011,NA,NA,863
State,NA,All,47,2011,2011,NA,NA,94
State,NA,All,48,2011,2011,NA,NA,971
State,NA,All,48,2011,2011,NA,NA,90
State,NA,All,48,2011,2011,NA,NA,905
State,NA,All,48,2011,2011,NA,NA,564
State,NA,All,48,2011,2011,NA,NA,4526
State,NA,All,48,2011,2011,NA,NA,631
State,NA,All,48,2011,2011,NA,NA,576
State,NA,All,48,2011,2011,NA,NA,173
State,NA,All,48,2011,2011,NA,NA,76
State,NA,All,48,2011,2011,NA,NA,3277
State,NA,All,48,2011,2011,NA,NA,1343
State,NA,All,48,2011,2011,NA,NA,195
State,NA,All,48,2011,2011,NA,NA,248
State,NA,All,48,2011,2011,NA,NA,1963
State,NA,All,48,2011,2011,NA,NA,1124
State,NA,All,48,2011,2011,NA,NA,524
State,NA,All,48,2011,2011,NA,NA,491
State,NA,All,48,2011,2011,NA,NA,833
State,NA,All,48,2011,2011,NA,NA,746
State,NA,All,48,2011,2011,NA,NA,246
State,NA,All,48,2011,2011,NA,NA,843
State,NA,All,48,2011,2011,NA,NA,1004
State,NA,All,48,2011,2011,NA,NA,1696
State,NA,All,48,2011,2011,NA,NA,774
State,NA,All,48,2011,2011,NA,NA,578
State,NA,All,48,2011,2011,NA,NA,1053
State,NA,All,48,2011,2011,NA,NA,160
State,NA,All,48,2011,2011,NA,NA,300
State,NA,All,48,2011,2011,NA,NA,374
State,NA,All,48,2011,2011,NA,NA,209
State,NA,All,48,2011,2011,NA,NA,1333
State,NA,All,48,2011,2011,NA,NA,291
State,NA,All,48,2011,2011,NA,NA,1898
State,NA,All,48,2011,2011,NA,NA,939
State,NA,All,48,2011,2011,NA,NA,1566
State,NA,All,48,2011,2011,NA,NA,119
State,NA,All,48,2011,2011,NA,NA,2113
State,NA,All,48,2011,2011,NA,NA,674
State,NA,All,48,2011,2011,NA,NA,627
State,NA,All,48,2011,2011,NA,NA,2365
State,NA,All,48,2011,2011,NA,NA,165
State,NA,All,48,2011,2011,NA,NA,741
State,NA,All,48,2011,2011,NA,NA,127
State,NA,All,48,2011,2011,NA,NA,1209
State,NA,All,48,2011,2011,NA,NA,3150
State,NA,All,48,2011,2011,NA,NA,309
State,NA,All,48,2011,2011,NA,NA,97
State,NA,All,48,2011,2011,NA,NA,1142
State,NA,All,48,2011,2011,NA,NA,970
State,NA,All,48,2011,2011,NA,NA,378
State,NA,All,48,2011,2011,NA,NA,965
State,NA,All,48,2011,2011,NA,NA,69
State,NA,All,49,2011,2011,NA,NA,920
State,NA,All,49,2011,2011,NA,NA,75
State,NA,All,49,2011,2011,NA,NA,953
State,NA,All,49,2011,2011,NA,NA,594
State,NA,All,49,2011,2011,NA,NA,4813
State,NA,All,49,2011,2011,NA,NA,616
State,NA,All,49,2011,2011,NA,NA,564
State,NA,All,49,2011,2011,NA,NA,157
State,NA,All,49,2011,2011,NA,NA,92
State,NA,All,49,2011,2011,NA,NA,3321
State,NA,All,49,2011,2011,NA,NA,1439
State,NA,All,49,2011,2011,NA,NA,184
State,NA,All,49,2011,2011,NA,NA,218
State,NA,All,49,2011,2011,NA,NA,1963
State,NA,All,49,2011,2011,NA,NA,1106
State,NA,All,49,2011,2011,NA,NA,536
State,NA,All,49,2011,2011,NA,NA,529
State,NA,All,49,2011,2011,NA,NA,868
State,NA,All,49,2011,2011,NA,NA,805
State,NA,All,49,2011,2011,NA,NA,244
State,NA,All,49,2011,2011,NA,NA,853
State,NA,All,49,2011,2011,NA,NA,1000
State,NA,All,49,2011,2011,NA,NA,1698
State,NA,All,49,2011,2011,NA,NA,778
State,NA,All,49,2011,2011,NA,NA,571
State,NA,All,49,2011,2011,NA,NA,1085
State,NA,All,49,2011,2011,NA,NA,178
State,NA,All,49,2011,2011,NA,NA,288
State,NA,All,49,2011,2011,NA,NA,393
State,NA,All,49,2011,2011,NA,NA,209
State,NA,All,49,2011,2011,NA,NA,1337
State,NA,All,49,2011,2011,NA,NA,308
State,NA,All,49,2011,2011,NA,NA,1907
State,NA,All,49,2011,2011,NA,NA,999
State,NA,All,49,2011,2011,NA,NA,1506
State,NA,All,49,2011,2011,NA,NA,122
State,NA,All,49,2011,2011,NA,NA,2121
State,NA,All,49,2011,2011,NA,NA,716
State,NA,All,49,2011,2011,NA,NA,677
State,NA,All,49,2011,2011,NA,NA,2465
State,NA,All,49,2011,2011,NA,NA,184
State,NA,All,49,2011,2011,NA,NA,806
State,NA,All,49,2011,2011,NA,NA,145
State,NA,All,49,2011,2011,NA,NA,1234
State,NA,All,49,2011,2011,NA,NA,3369
State,NA,All,49,2011,2011,NA,NA,279
State,NA,All,49,2011,2011,NA,NA,99
State,NA,All,49,2011,2011,NA,NA,1201
State,NA,All,49,2011,2011,NA,NA,912
State,NA,All,49,2011,2011,NA,NA,435
State,NA,All,49,2011,2011,NA,NA,984
State,NA,All,49,2011,2011,NA,NA,104
State,NA,All,50,2011,2011,NA,NA,1017
State,NA,All,50,2011,2011,NA,NA,78
State,NA,All,50,2011,2011,NA,NA,981
State,NA,All,50,2011,2011,NA,NA,546
State,NA,All,50,2011,2011,NA,NA,4877
State,NA,All,50,2011,2011,NA,NA,633
State,NA,All,50,2011,2011,NA,NA,571
State,NA,All,50,2011,2011,NA,NA,148
State,NA,All,50,2011,2011,NA,NA,83
State,NA,All,50,2011,2011,NA,NA,3370
State,NA,All,50,2011,2011,NA,NA,1403
State,NA,All,50,2011,2011,NA,NA,183
State,NA,All,50,2011,2011,NA,NA,239
State,NA,All,50,2011,2011,NA,NA,1980
State,NA,All,50,2011,2011,NA,NA,1178
State,NA,All,50,2011,2011,NA,NA,525
State,NA,All,50,2011,2011,NA,NA,519
State,NA,All,50,2011,2011,NA,NA,831
State,NA,All,50,2011,2011,NA,NA,843
State,NA,All,50,2011,2011,NA,NA,233
State,NA,All,50,2011,2011,NA,NA,845
State,NA,All,50,2011,2011,NA,NA,988
State,NA,All,50,2011,2011,NA,NA,1754
State,NA,All,50,2011,2011,NA,NA,783
State,NA,All,50,2011,2011,NA,NA,619
State,NA,All,50,2011,2011,NA,NA,1030
State,NA,All,50,2011,2011,NA,NA,169
State,NA,All,50,2011,2011,NA,NA,309
State,NA,All,50,2011,2011,NA,NA,407
State,NA,All,50,2011,2011,NA,NA,204
State,NA,All,50,2011,2011,NA,NA,1334
State,NA,All,50,2011,2011,NA,NA,298
State,NA,All,50,2011,2011,NA,NA,1847
State,NA,All,50,2011,2011,NA,NA,961
