geoid,region,age,week,year,season_start,flu,pneumonia,all_deaths
State,NA,All,12,2010,2009,NA,NA,885
State,NA,All,12,2010,2009,NA,NA,273
State,NA,All,12,2010,2009,NA,NA,842
State,NA,All,12,2010,2009,NA,NA,1116
State,NA,All,12,2010,2009,NA,NA,1705
State,NA,All,12,2010,2009,NA,NA,729
State,NA,All,12,2010,2009,NA,NA,600
State,NA,All,12,2010,2009,NA,NA,1116
State,NA,All,12,2010,2009,NA,NA,168
State,NA,All,12,2010,2009,NA,NA,292
State,NA,All,12,2010,2009,NA,NA,384
State,NA,All,12,2010,2009,NA,NA,154
State,NA,All,12,2010,2009,NA,NA,1308
State,NA,All,12,2010,2009,NA,NA,306
State,NA,All,12,2010,2009,NA,NA,1814
State,NA,All,12,2010,2009,NA,NA,955
State,NA,All,12,2010,2009,NA,NA,1520
State,NA,All,12,2010,2009,NA,NA,113
State,NA,All,12,2010,2009,NA,NA,2159
State,NA,All,12,2010,2009,NA,NA,717
State,NA,All,12,2010,2009,NA,NA,648
State,NA,All,12,2010,2009,NA,NA,2442
State,NA,All,12,2010,2009,NA,NA,151
State,NA,All,12,2010,2009,NA,NA,813
State,NA,All,12,2010,2009,NA,NA,132
State,NA,All,12,2010,2009,NA,NA,1186
State,NA,All,12,2010,2009,NA,NA,3297
State,NA,All,12,2010,2009,NA,NA,277
State,NA,All,12,2010,2009,NA,NA,116
State,NA,All,12,2010,2009,NA,NA,1128
State,NA,All,12,2010,2009,NA,NA,939
State,NA,All,12,2010,2009,NA,NA,412
State,NA,All,12,2010,2009,NA,NA,910
State,NA,All,12,2010,2009,NA,NA,90
State,NA,All,13,2010,2009,NA,NA,909
State,NA,All,13,2010,2009,NA,NA,62
State,NA,All,13,2010,2009,NA,NA,958
State,NA,All,13,2010,2009,NA,NA,531
State,NA,All,13,2010,2009,NA,NA,4692
State,NA,All,13,2010,2009,NA,NA,690
State,NA,All,13,2010,2009,NA,NA,547
State,NA,All,13,2010,2009,NA,NA,139
State,NA,All,13,2010,2009,NA,NA,89
State,NA,All,13,2010,2009,NA,NA,3497
State,NA,All,13,2010,2009,NA,NA,1358
State,NA,All,13,2010,2009,NA,NA,201
State,NA,All,13,2010,2009,NA,NA,261
State,NA,All,13,2010,2009,NA,NA,2027
State,NA,All,13,2010,2009,NA,NA,1186
State,NA,All,13,2010,2009,NA,NA,553
State,NA,All,13,2010,2009,NA,NA,499
State,NA,All,13,2010,2009,NA,NA,802
State,NA,All,13,2010,2009,NA,NA,788
State,NA,All,13,2010,2009,NA,NA,268
State,NA,All,13,2010,2009,NA,NA,820
State,NA,All,13,2010,2009,NA,NA,1086
State,NA,All,13,2010,2009,NA,NA,1735
State,NA,All,13,2010,2009,NA,NA,788
State,NA,All,13,2010,2009,NA,NA,523
State,NA,All,13,2010,2009,NA,NA,1095
State,NA,All,13,2010,2009,NA,NA,182
State,NA,All,13,2010,2009,NA,NA,306
State,NA,All,13,2010,2009,NA,NA,397
State,NA,All,13,2010,2009,NA,NA,210
State,NA,All,13,2010,2009,NA,NA,1402
State,NA,All,13,2010,2009,NA,NA,333
State,NA,All,13,2010,2009,NA,NA,1860
State,NA,All,13,2010,2009,NA,NA,1012
State,NA,All,13,2010,2009,NA,NA,1568
State,NA,All,13,2010,2009,NA,NA,105
State,NA,All,13,2010,2009,NA,NA,2176
State,NA,All,13,2010,2009,NA,NA,693
State,NA,All,13,2010,2009,NA,NA,623
State,NA,All,13,2010,2009,NA,NA,2487
State,NA,All,13,2010,2009,NA,NA,179
State,NA,All,13,2010,2009,NA,NA,792
State,NA,All,13,2010,2009,NA,NA,137
State,NA,All,13,2010,2009,NA,NA,1114
State,NA,All,13,2010,2009,NA,NA,3345
State,NA,All,13,2010,2009,NA,NA,310
State,NA,All,13,2010,2009,NA,NA,91
State,NA,All,13,2010,2009,NA,NA,1106
State,NA,All,13,2010,2009,NA,NA,969
State,NA,All,13,2010,2009,NA,NA,407
State,NA,All,13,2010,2009,NA,NA,891
State,NA,All,13,2010,2009,NA,NA,74
State,NA,All,14,2010,2009,NA,NA,912
State,NA,All,14,2010,2009,NA,NA,77
State,NA,All,14,2010,2009,NA,NA,932
State,NA,All,14,2010,2009,NA,NA,579
State,NA,All,14,2010,2009,NA,NA,4690
State,NA,All,14,2010,2009,NA,NA,646
State,NA,All,14,2010,2009,NA,NA,522
State,NA,All,14,2010,2009,NA,NA,141
State,NA,All,14,2010,2009,NA,NA,85
State,NA,All,14,2010,2009,NA,NA,3422
State,NA,All,14,2010,2009,NA,NA,1382
State,NA,All,14,2010,2009,NA,NA,171
State,NA,All,14,2010,2009,NA,NA,230
State,NA,All,14,2010,2009,NA,NA,1900
State,NA,All,14,2010,2009,NA,NA,1091
State,NA,All,14,2010,2009,NA,NA,515
State,NA,All,14,2010,2009,NA,NA,469
State,NA,All,14,2010,2009,NA,NA,820
State,NA,All,14,2010,2009,NA,NA,756
State,NA,All,14,2010,2009,NA,NA,254
State,NA,All,14,2010,2009,NA,NA,867
State,NA,All,14,2010,2009,NA,NA,1008
State,NA,All,14,2010,2009,NA,NA,1730
State,NA,All,14,2010,2009,NA,NA,795
State,NA,All,14,2010,2009,NA,NA,567
State,NA,All,14,2010,2009,NA,NA,1094
State,NA,All,14,2010,2009,NA,NA,161
State,NA,All,14,2010,2009,NA,NA,286
State,NA,All,14,2010,2009,NA,NA,404
State,NA,All,14,2010,2009,NA,NA,198
State,NA,All,14,2010,2009,NA,NA,1375
State,NA,All,14,2010,2009,NA,NA,303
State,NA,All,14,2010,2009,NA,NA,1783
State,NA,All,14,2010,2009,NA,NA,974
State,NA,All,14,2010,2009,NA,NA,1529
State,NA,All,14,2010,2009,NA,NA,125
State,NA,All,14,2010,2009,NA,NA,2119
State,NA,All,14,2010,2009,NA,NA,659
State,NA,All,14,2010,2009,NA,NA,603
State,NA,All,14,2010,2009,NA,NA,2344
State,NA,All,14,2010,2009,NA,NA,167
State,NA,All,14,2010,2009,NA,NA,744
State,NA,All,14,2010,2009,NA,NA,138
State,NA,All,14,2010,2009,NA,NA,1147
State,NA,All,14,2010,2009,NA,NA,3213
State,NA,All,14,2010,2009,NA,NA,262
State,NA,All,14,2010,2009,NA,NA,99
State,NA,All,14,2010,2009,NA,NA,1188
State,NA,All,14,2010,2009,NA,NA,929
State,NA,All,14,2010,2009,NA,NA,403
State,NA,All,14,2010,2009,NA,NA,923
State,NA,All,14,2010,2009,NA,NA,89
State,NA,All,15,2010,2009,NA,NA,881
State,NA,All,15,2010,2009,NA,NA,71
State,NA,All,15,2010,2009,NA,NA,925
State,NA,All,15,2010,2009,NA,NA,620
State,NA,All,15,2010,2009,NA,NA,4608
State,NA,All,15,2010,2009,NA,NA,616
State,NA,All,15,2010,2009,NA,NA,545
State,NA,All,15,2010,2009,NA,NA,125
State,NA,All,15,2010,2009,NA,NA,90
State,NA,All,15,2010,2009,NA,NA,3251
State,NA,All,15,2010,2009,NA,NA,1380
State,NA,All,15,2010,2009,NA,NA,186
State,NA,All,15,2010,2009,NA,NA,194
State,NA,All,15,2010,2009,NA,NA,1902
State,NA,All,15,2010,2009,NA,NA,1101
State,NA,All,15,2010,2009,NA,NA,546
State,NA,All,15,2010,2009,NA,NA,461
State,NA,All,15,2010,2009,NA,NA,800
State,NA,All,15,2010,2009,NA,NA,803
State,NA,All,15,2010,2009,NA,NA,230
State,NA,All,15,2010,2009,NA,NA,848
State,NA,All,15,2010,2009,NA,NA,993
State,NA,All,15,2010,2009,NA,NA,1694
State,NA,All,15,2010,2009,NA,NA,751
State,NA,All,15,2010,2009,NA,NA,578
State,NA,All,15,2010,2009,NA,NA,1019
State,NA,All,15,2010,2009,NA,NA,199
State,NA,All,15,2010,2009,NA,NA,281
State,NA,All,15,2010,2009,NA,NA,390
State,NA,All,15,2010,2009,NA,NA,222
State,NA,All,15,2010,2009,NA,NA,1329
State,NA,All,15,2010,2009,NA,NA,309
State,NA,All,15,2010,2009,NA,NA,1687
State,NA,All,15,2010,2009,NA,NA,967
State,NA,All,15,2010,2009,NA,NA,1451
State,NA,All,15,2010,2009,NA,NA,112
State,NA,All,15,2010,2009,NA,NA,2043
State,NA,All,15,2010,2009,NA,NA,670
State,NA,All,15,2010,2009,NA,NA,636
State,NA,All,15,2010,2009,NA,NA,2376
State,NA,All,15,2010,2009,NA,NA,175
State,NA,All,15,2010,2009,NA,NA,789
State,NA,All,15,2010,2009,NA,NA,122
State,NA,All,15,2010,2009,NA,NA,1131
State,NA,All,15,2010,2009,NA,NA,3044
State,NA,All,15,2010,2009,NA,NA,276
State,NA,All,15,2010,2009,NA,NA,111
State,NA,All,15,2010,2009,NA,NA,1161
State,NA,All,15,2010,2009,NA,NA,1008
State,NA,All,15,2010,2009,NA,NA,395
State,NA,All,15,2010,2009,NA,NA,934
State,NA,All,15,2010,2009,NA,NA,98
State,NA,All,16,2010,2009,NA,NA,908
State,NA,All,16,2010,2009,NA,NA,63
State,NA,All,16,2010,2009,NA,NA,859
State,NA,All,16,2010,2009,NA,NA,508
State,NA,All,16,2010,2009,NA,NA,4465
State,NA,All,16,2010,2009,NA,NA,630
State,NA,All,16,2010,2009,NA,NA,535
State,NA,All,16,2010,2009,NA,NA,128
State,NA,All,16,2010,2009,NA,NA,89
State,NA,All,16,2010,2009,NA,NA,3289
State,NA,All,16,2010,2009,NA,NA,1308
State,NA,All,16,2010,2009,NA,NA,191
State,NA,All,16,2010,2009,NA,NA,219
State,NA,All,16,2010,2009,NA,NA,1832
State,NA,All,16,2010,2009,NA,NA,1086
State,NA,All,16,2010,2009,NA,NA,556
State,NA,All,16,2010,2009,NA,NA,471
State,NA,All,16,2010,2009,NA,NA,761
State,NA,All,16,2010,2009,NA,NA,713
State,NA,All,16,2010,2009,NA,NA,273
State,NA,All,16,2010,2009,NA,NA,788
State,NA,All,16,2010,2009,NA,NA,988
State,NA,All,16,2010,2009,NA,NA,1750
State,NA,All,16,2010,2009,NA,NA,773
State,NA,All,16,2010,2009,NA,NA,548
State,NA,All,16,2010,2009,NA,NA,1091
State,NA,All,16,2010,2009,NA,NA,183
State,NA,All,16,2010,2009,NA,NA,280
State,NA,All,16,2010,2009,NA,NA,355
State,NA,All,16,2010,2009,NA,NA,189
State,NA,All,16,2010,2009,NA,NA,1295
State,NA,All,16,2010,2009,NA,NA,304
State,NA,All,16,2010,2009,NA,NA,1710
State,NA,All,16,2010,2009,NA,NA,956
State,NA,All,16,2010,2009,NA,NA,1445
State,NA,All,16,2010,2009,NA,NA,103
State,NA,All,16,2010,2009,NA,NA,2063
State,NA,All,16,2010,2009,NA,NA,657
State,NA,All,16,2010,2009,NA,NA,605
State,NA,All,16,2010,2009,NA,NA,2387
State,NA,All,16,2010,2009,NA,NA,198
State,NA,All,16,2010,2009,NA,NA,736
State,NA,All,16,2010,2009,NA,NA,187
State,NA,All,16,2010,2009,NA,NA,1039
State,NA,All,16,2010,2009,NA,NA,3200
State,NA,All,16,2010,2009,NA,NA,281
State,NA,All,16,2010,2009,NA,NA,104
State,NA,All,16,2010,2009,NA,NA,1156
State,NA,All,16,2010,2009,NA,NA,969
State,NA,All,16,2010,2009,NA,NA,387
State,NA,All,16,2010,2009,NA,NA,965
State,NA,All,16,2010,2009,NA,NA,77
State,NA,All,17,2010,2009,NA,NA,879
State,NA,All,17,2010,2009,NA,NA,78
State,NA,All,17,2010,2009,NA,NA,877
State,NA,All,17,2010,2009,NA,NA,533
State,NA,All,17,2010,2009,NA,NA,4412
State,NA,All,17,2010,2009,NA,NA,613
State,NA,All,17,2010,2009,NA,NA,559
State,NA,All,17,2010,2009,NA,NA,157
State,NA,All,17,2010,2009,NA,NA,91
State,NA,All,17,2010,2009,NA,NA,3198
State,NA,All,17,2010,2009,NA,NA,1287
State,NA,All,17,2010,2009,NA,NA,187
State,NA,All,17,2010,2009,NA,NA,191
State,NA,All,17,2010,2009,NA,NA,1797
State,NA,All,17,2010,2009,NA,NA,1104
State,NA,All,17,2010,2009,NA,NA,487
State,NA,All,17,2010,2009,NA,NA,391
State,NA,All,17,2010,2009,NA,NA,838
State,NA,All,17,2010,2009,NA,NA,746
State,NA,All,17,2010,2009,NA,NA,249
State,NA,All,17,2010,2009,NA,NA,890
State,NA,All,17,2010,2009,NA,NA,985
State,NA,All,17,2010,2009,NA,NA,1717
State,NA,All,17,2010,2009,NA,NA,731
State,NA,All,17,2010,2009,NA,NA,503
State,NA,All,17,2010,2009,NA,NA,1048
State,NA,All,17,2010,2009,NA,NA,158
State,NA,All,17,2010,2009,NA,NA,271
State,NA,All,17,2010,2009,NA,NA,364
State,NA,All,17,2010,2009,NA,NA,209
State,NA,All,17,2010,2009,NA,NA,1309
State,NA,All,17,2010,2009,NA,NA,256
State,NA,All,17,2010,2009,NA,NA,1815
State,NA,All,17,2010,2009,NA,NA,993
State,NA,All,17,2010,2009,NA,NA,1430
State,NA,All,17,2010,2009,NA,NA,113
State,NA,All,17,2010,2009,NA,NA,2001
State,NA,All,17,2010,2009,NA,NA,676
State,NA,All,17,2010,2009,NA,NA,598
State,NA,All,17,2010,2009,NA,NA,2493
State,NA,All,17,2010,2009,NA,NA,190
State,NA,All,17,2010,2009,NA,NA,757
State,NA,All,17,2010,2009,NA,NA,142
State,NA,All,17,2010,2009,NA,NA,1072
State,NA,All,17,2010,2009,NA,NA,3194
State,NA,All,17,2010,2009,NA,NA,260
State,NA,All,17,2010,2009,NA,NA,102
State,NA,All,17,2010,2009,NA,NA,1135
State,NA,All,17,2010,2009,NA,NA,939
State,NA,All,17,2010,2009,NA,NA,393
State,NA,All,17,2010,2009,NA,NA,852
State,NA,All,17,2010,2009,NA,NA,91
State,NA,All,18,2010,2009,NA,NA,886
State,NA,All,18,2010,2009,NA,NA,78
State,NA,All,18,2010,2009,NA,NA,850
State,NA,All,18,2010,2009,NA,NA,529
State,NA,All,18,2010,2009,NA,NA,4454
State,NA,All,18,2010,2009,NA,NA,555
State,NA,All,18,2010,2009,NA,NA,513
State,NA,All,18,2010,2009,NA,NA,173
State,NA,All,18,2010,2009,NA,NA,96
State,NA,All,18,2010,2009,NA,NA,3279
State,NA,All,18,2010,2009,NA,NA,1361
State,NA,All,18,2010,2009,NA,NA,178
State,NA,All,18,2010,2009,NA,NA,177
State,NA,All,18,2010,2009,NA,NA,1787
State,NA,All,18,2010,2009,NA,NA,1083
State,NA,All,18,2010,2009,NA,NA,530
State,NA,All,18,2010,2009,NA,NA,424
State,NA,All,18,2010,2009,NA,NA,780
State,NA,All,18,2010,2009,NA,NA,831
State,NA,All,18,2010,2009,NA,NA,264
State,NA,All,18,2010,2009,NA,NA,831
State,NA,All,18,2010,2009,NA,NA,985
State,NA,All,18,2010,2009,NA,NA,1675
State,NA,All,18,2010,2009,NA,NA,693
State,NA,All,18,2010,2009,NA,NA,528
State,NA,All,18,2010,2009,NA,NA,996
State,NA,All,18,2010,2009,NA,NA,152
State,NA,All,18,2010,2009,NA,NA,290
State,NA,All,18,2010,2009,NA,NA,367
State,NA,All,18,2010,2009,NA,NA,210
State,NA,All,18,2010,2009,NA,NA,1371
State,NA,All,18,2010,2009,NA,NA,317
State,NA,All,18,2010,2009,NA,NA,1771
State,NA,All,18,2010,2009,NA,NA,935
State,NA,All,18,2010,2009,NA,NA,1421
State,NA,All,18,2010,2009,NA,NA,111
State,NA,All,18,2010,2009,NA,NA,2111
State,NA,All,18,2010,2009,NA,NA,710
State,NA,All,18,2010,2009,NA,NA,597
State,NA,All,18,2010,2009,NA,NA,2343
State,NA,All,18,2010,2009,NA,NA,198
State,NA,All,18,2010,2009,NA,NA,690
State,NA,All,18,2010,2009,NA,NA,142
State,NA,All,18,2010,2009,NA,NA,1136
State,NA,All,18,2010,2009,NA,NA,3207
State,NA,All,18,2010,2009,NA,NA,303
State,NA,All,18,2010,2009,NA,NA,94
State,NA,All,18,2010,2009,NA,NA,1047
State,NA,All,18,2010,2009,NA,NA,906
State,NA,All,18,2010,2009,NA,NA,389
State,NA,All,18,2010,2009,NA,NA,879
State,NA,All,18,2010,2009,NA,NA,82
State,NA,All,19,2010,2009,NA,NA,912
State,NA,All,19,2010,2009,NA,NA,73
State,NA,All,19,2010,2009,NA,NA,888
State,NA,All,19,2010,2009,NA,NA,508
State,NA,All,19,2010,2009,NA,NA,4390
State,NA,All,19,2010,2009,NA,NA,626
State,NA,All,19,2010,2009,NA,NA,557
State,NA,All,19,2010,2009,NA,NA,123
State,NA,All,19,2010,2009,NA,NA,97
State,NA,All,19,2010,2009,NA,NA,3245
State,NA,All,19,2010,2009,NA,NA,1320
State,NA,All,19,2010,2009,NA,NA,192
State,NA,All,19,2010,2009,NA,NA,214
State,NA,All,19,2010,2009,NA,NA,1951
State,NA,All,19,2010,2009,NA,NA,1025
State,NA,All,19,2010,2009,NA,NA,518
State,NA,All,19,2010,2009,NA,NA,470
State,NA,All,19,2010,2009,NA,NA,777
State,NA,All,19,2010,2009,NA,NA,745
State,NA,All,19,2010,2009,NA,NA,223
State,NA,All,19,2010,2009,NA,NA,788
State,NA,All,19,2010,2009,NA,NA,961
State,NA,All,19,2010,2009,NA,NA,1725
State,NA,All,19,2010,2009,NA,NA,693
State,NA,All,19,2010,2009,NA,NA,591
State,NA,All,19,2010,2009,NA,NA,990
State,NA,All,19,2010,2009,NA,NA,176
State,NA,All,19,2010,2009,NA,NA,288
State,NA,All,19,2010,2009,NA,NA,378
State,NA,All,19,2010,2009,NA,NA,182
State,NA,All,19,2010,2009,NA,NA,1316
State,NA,All,19,2010,2009,NA,NA,303
State,NA,All,19,2010,2009,NA,NA,1734
State,NA,All,19,2010,2009,NA,NA,1002
State,NA,All,19,2010,2009,NA,NA,1491
State,NA,All,19,2010,2009,NA,NA,107
State,NA,All,19,2010,2009,NA,NA,2026
State,NA,All,19,2010,2009,NA,NA,666
State,NA,All,19,2010,2009,NA,NA,621
State,NA,All,19,2010,2009,NA,NA,2316
State,NA,All,19,2010,2009,NA,NA,163
State,NA,All,19,2010,2009,NA,NA,808
State,NA,All,19,2010,2009,NA,NA,129
State,NA,All,19,2010,2009,NA,NA,1101
State,NA,All,19,2010,2009,NA,NA,3201
State,NA,All,19,2010,2009,NA,NA,288
State,NA,All,19,2010,2009,NA,NA,112
State,NA,All,19,2010,2009,NA,NA,1090
State,NA,All,19,2010,2009,NA,NA,893
State,NA,All,19,2010,2009,NA,NA,406
State,NA,All,19,2010,2009,NA,NA,911
State,NA,All,19,2010,2009,NA,NA,88
State,NA,All,20,2010,2009,NA,NA,844
State,NA,All,20,2010,2009,NA,NA,58
State,NA,All,20,2010,2009,NA,NA,859
State,NA,All,20,2010,2009,NA,NA,568
State,NA,All,20,2010,2009,NA,NA,4411
State,NA,All,20,2010,2009,NA,NA,617
State,NA,All,20,2010,2009,NA,NA,527
State,NA,All,20,2010,2009,NA,NA,161
State,NA,All,20,2010,2009,NA,NA,101
State,NA,All,20,2010,2009,NA,NA,3266
State,NA,All,20,2010,2009,NA,NA,1272
State,NA,All,20,2010,2009,NA,NA,189
State,NA,All,20,2010,2009,NA,NA,203
State,NA,All,20,2010,2009,NA,NA,1792
State,NA,All,20,2010,2009,NA,NA,1032
State,NA,All,20,2010,2009,NA,NA,544
State,NA,All,20,2010,2009,NA,NA,444
State,NA,All,20,2010,2009,NA,NA,741
State,NA,All,20,2010,2009,NA,NA,693
State,NA,All,20,2010,2009,NA,NA,221
State,NA,All,20,2010,2009,NA,NA,808
State,NA,All,20,2010,2009,NA,NA,998
State,NA,All,20,2010,2009,NA,NA,1658
State,NA,All,20,2010,2009,NA,NA,718
State,NA,All,20,2010,2009,NA,NA,518
State,NA,All,20,2010,2009,NA,NA,987
State,NA,All,20,2010,2009,NA,NA,205
State,NA,All,20,2010,2009,NA,NA,284
State,NA,All,20,2010,2009,NA,NA,365
State,NA,All,20,2010,2009,NA,NA,185
State,NA,All,20,2010,2009,NA,NA,1285
State,NA,All,20,2010,2009,NA,NA,304
State,NA,All,20,2010,2009,NA,NA,1773
State,NA,All,20,2010,2009,NA,NA,972
State,NA,All,20,2010,2009,NA,NA,1416
State,NA,All,20,2010,2009,NA,NA,122
State,NA,All,20,2010,2009,NA,NA,1997
State,NA,All,20,2010,2009,NA,NA,639
State,NA,All,20,2010,2009,NA,NA,591
State,NA,All,20,2010,2009,NA,NA,2301
State,NA,All,20,2010,2009,NA,NA,172
State,NA,All,20,2010,2009,NA,NA,805
State,NA,All,20,2010,2009,NA,NA,135
State,NA,All,20,2010,2009,NA,NA,1038
State,NA,All,20,2010,2009,NA,NA,3158
State,NA,All,20,2010,2009,NA,NA,266
State,NA,All,20,2010,2009,NA,NA,114
State,NA,All,20,2010,2009,NA,NA,1058
State,NA,All,20,2010,2009,NA,NA,829
State,NA,All,20,2010,2009,NA,NA,381
State,NA,All,20,2010,2009,NA,NA,879
State,NA,All,20,2010,2009,NA,NA,89
State,NA,All,21,2010,2009,NA,NA,863
State,NA,All,21,2010,2009,NA,NA,70
State,NA,All,21,2010,2009,NA,NA,885
State,NA,All,21,2010,2009,NA,NA,487
State,NA,All,21,2010,2009,NA,NA,4434
State,NA,All,21,2010,2009,NA,NA,598
State,NA,All,21,2010,2009,NA,NA,511
State,NA,All,21,2010,2009,NA,NA,140
State,NA,All,21,2010,2009,NA,NA,78
State,NA,All,21,2010,2009,NA,NA,3168
State,NA,All,21,2010,2009,NA,NA,1303
State,NA,All,21,2010,2009,NA,NA,178
State,NA,All,21,2010,2009,NA,NA,249
State,NA,All,21,2010,2009,NA,NA,1868
State,NA,All,21,2010,2009,NA,NA,1023
State,NA,All,21,2010,2009,NA,NA,520
State,NA,All,21,2010,2009,NA,NA,480
State,NA,All,21,2010,2009,NA,NA,807
State,NA,All,21,2010,2009,NA,NA,745
State,NA,All,21,2010,2009,NA,NA,228
State,NA,All,21,2010,2009,NA,NA,781
State,NA,All,21,2010,2009,NA,NA,955
State,NA,All,21,2010,2009,NA,NA,1536
State,NA,All,21,2010,2009,NA,NA,727
State,NA,All,21,2010,2009,NA,NA,514
State,NA,All,21,2010,2009,NA,NA,1094
State,NA,All,21,2010,2009,NA,NA,178
State,NA,All,21,2010,2009,NA,NA,300
State,NA,All,21,2010,2009,NA,NA,401
State,NA,All,21,2010,2009,NA,NA,166
State,NA,All,21,2010,2009,NA,NA,1310
State,NA,All,21,2010,2009,NA,NA,292
State,NA,All,21,2010,2009,NA,NA,1705
State,NA,All,21,2010,2009,NA,NA,899
State,NA,All,21,2010,2009,NA,NA,1413
State,NA,All,21,2010,2009,NA,NA,110
State,NA,All,21,2010,2009,NA,NA,2068
State,NA,All,21,2010,2009,NA,NA,694
State,NA,All,21,2010,2009,NA,NA,567
State,NA,All,21,2010,2009,NA,NA,2229
State,NA,All,21,2010,2009,NA,NA,177
State,NA,All,21,2010,2009,NA,NA,773
State,NA,All,21,2010,2009,NA,NA,157
State,NA,All,21,2010,2009,NA,NA,1130
State,NA,All,21,2010,2009,NA,NA,3116
State,NA,All,21,2010,2009,NA,NA,287
State,NA,All,21,2010,2009,NA,NA,103
State,NA,All,21,2010,2009,NA,NA,1055
State,NA,All,21,2010,2009,NA,NA,831
State,NA,All,21,2010,2009,NA,NA,397
State,NA,All,21,2010,2009,NA,NA,881
State,NA,All,21,2010,2009,NA,NA,86
State,NA,All,22,2010,2009,NA,NA,900
State,NA,All,22,2010,2009,NA,NA,57
State,NA,All,22,2010,2009,NA,NA,916
State,NA,All,22,2010,2009,NA,NA,533
State,NA,All,22,2010,2009,NA,NA,4376
State,NA,All,22,2010,2009,NA,NA,576
State,NA,All,22,2010,2009,NA,NA,539
State,NA,All,22,2010,2009,NA,NA,119
State,NA,All,22,2010,2009,NA,NA,89
State,NA,All,22,2010,2009,NA,NA,3143
State,NA,All,22,2010,2009,NA,NA,1255
State,NA,All,22,2010,2009,NA,NA,187
State,NA,All,22,2010,2009,NA,NA,194
State,NA,All,22,2010,2009,NA,NA,1791
State,NA,All,22,2010,2009,NA,NA,992
State,NA,All,22,2010,2009,NA,NA,522
State,NA,All,22,2010,2009,NA,NA,447
State,NA,All,22,2010,2009,NA,NA,773
State,NA,All,22,2010,2009,NA,NA,761
State,NA,All,22,2010,2009,NA,NA,228
State,NA,All,22,2010,2009,NA,NA,794
State,NA,All,22,2010,2009,NA,NA,961
State,NA,All,22,2010,2009,NA,NA,1645
State,NA,All,22,2010,2009,NA,NA,700
State,NA,All,22,2010,2009,NA,NA,550
State,NA,All,22,2010,2009,NA,NA,972
State,NA,All,22,2010,2009,NA,NA,179
State,NA,All,22,2010,2009,NA,NA,261
State,NA,All,22,2010,2009,NA,NA,338
State,NA,All,22,2010,2009,NA,NA,195
State,NA,All,22,2010,2009,NA,NA,1183
State,NA,All,22,2010,2009,NA,NA,299
State,NA,All,22,2010,2009,NA,NA,1704
State,NA,All,22,2010,2009,NA,NA,992
State,NA,All,22,2010,2009,NA,NA,1474
State,NA,All,22,2010,2009,NA,NA,113
State,NA,All,22,2010,2009,NA,NA,2013
State,NA,All,22,2010,2009,NA,NA,655
State,NA,All,22,2010,2009,NA,NA,609
State,NA,All,22,2010,2009,NA,NA,2245
State,NA,All,22,2010,2009,NA,NA,204
State,NA,All,22,2010,2009,NA,NA,812
State,NA,All,22,2010,2009,NA,NA,116
State,NA,All,22,2010,2009,NA,NA,1069
State,NA,All,22,2010,2009,NA,NA,2992
State,NA,All,22,2010,2009,NA,NA,278
State,NA,All,22,2010,2009,NA,NA,106
State,NA,All,22,2010,2009,NA,NA,1139
State,NA,All,22,2010,2009,NA,NA,894
State,NA,All,22,2010,2009,NA,NA,361
State,NA,All,22,2010,2009,NA,NA,883
State,NA,All,22,2010,2009,NA,NA,100
State,NA,All,23,2010,2009,NA,NA,915
State,NA,All,23,2010,2009,NA,NA,70
State,NA,All,23,2010,2009,NA,NA,875
State,NA,All,23,2010,2009,NA,NA,559
State,NA,All,23,2010,2009,NA,NA,4192
State,NA,All,23,2010,2009,NA,NA,563
State,NA,All,23,2010,2009,NA,NA,514
State,NA,All,23,2010,2009,NA,NA,127
State,NA,All,23,2010,2009,NA,NA,77
State,NA,All,23,2010,2009,NA,NA,3248
State,NA,All,23,2010,2009,NA,NA,1331
State,NA,All,23,2010,2009,NA,NA,187
State,NA,All,23,2010,2009,NA,NA,225
State,NA,All,23,2010,2009,NA,NA,1780
State,NA,All,23,2010,2009,NA,NA,1053
State,NA,All,23,2010,2009,NA,NA,483
State,NA,All,23,2010,2009,NA,NA,453
State,NA,All,23,2010,2009,NA,NA,823
State,NA,All,23,2010,2009,NA,NA,753
State,NA,All,23,2010,2009,NA,NA,228
State,NA,All,23,2010,2009,NA,NA,751
State,NA,All,23,2010,2009,NA,NA,938
State,NA,All,23,2010,2009,NA,NA,1624
State,NA,All,23,2010,2009,NA,NA,678
State,NA,All,23,2010,2009,NA,NA,491
State,NA,All,23,2010,2009,NA,NA,1047
State,NA,All,23,2010,2009,NA,NA,155
State,NA,All,23,2010,2009,NA,NA,278
State,NA,All,23,2010,2009,NA,NA,386
State,NA,All,23,2010,2009,NA,NA,175
State,NA,All,23,2010,2009,NA,NA,1286
State,NA,All,23,2010,2009,NA,NA,285
State,NA,All,23,2010,2009,NA,NA,1653
State,NA,All,23,2010,2009,NA,NA,950
State,NA,All,23,2010,2009,NA,NA,1427
State,NA,All,23,2010,2009,NA,NA,104
State,NA,All,23,2010,2009,NA,NA,1959
State,NA,All,23,2010,2009,NA,NA,666
State,NA,All,23,2010,2009,NA,NA,601
State,NA,All,23,2010,2009,NA,NA,2231
State,NA,All,23,2010,2009,NA,NA,176
State,NA,All,23,2010,2009,NA,NA,767
State,NA,All,23,2010,2009,NA,NA,126
State,NA,All,23,2010,2009,NA,NA,1131
State,NA,All,23,2010,2009,NA,NA,3012
